type      	subtype   	reward    	rate      	salary    	B_ENPV    	O_ENPV    	SB_Risk%  	B_Risk%   	SO_Risk%  	O_Risk%   	SB_VaR    	B_VaR     	SO_VaR    	O_VaR     	T_VaR     	SB_CVaR   	B_CVaR    	SO_CVaR   	O_CVaR    	ST_CVaR   	T_CVaR    
tm        	0.72-0.08 	17553.8503	0.72      	315.7717  	5106.90467225	5106.90467225	0.131     	0.11458988	20.376    	20.26565135	-4043.83569323	-4028.44525323	-7489.09727324	-7498.51667097	-11526.9619242	-4449.83053792	-4435.63652898	-7925.38477743	-7941.20353338	-12375.21531535	-12376.84006235
tm        	0.72-0.09 	17363.0476	0.72      	355.2432  	5106.90467225	5106.90467225	0.04      	0.03907332	20.499    	20.35927797	-3978.48694653	-3967.418294	-7511.0500075	-7513.18480123	-11480.60309523	-4371.76198339	-4369.77797326	-7924.26457166	-7935.74508894	-12296.02655505	-12305.5230622
tm        	0.72-0.1  	17172.2448	0.72      	394.7147  	5106.90467225	5106.90467225	0.0       	0.00274563	20.448    	20.4529046	-3907.84747983	-3906.65344869	-7539.74561451	-7527.8529315	-11434.50638019	-4305.44105653	-4304.07046659	-7938.87712836	-7934.10504834	-12244.31818489	-12238.17551493
tm        	0.72-0.11 	16981.4421	0.72      	434.1862  	5106.90467225	5106.90467225	0.0       	0         	20.344    	20.54653123	-3843.89530262	-3846.16827835	-7536.84740484	-7542.52106176	-11388.68934012	-4239.53094043	-4238.52284358	-7939.81144342	-7936.15079606	-12179.34238384	-12174.67363964
tm        	0.72-0.12 	16790.6394	0.72      	473.6576  	5106.90467225	5106.90467225	0.0       	0         	20.79     	20.64015785	-3776.65568874	-3785.98257881	-7542.33465264	-7557.18919203	-11343.17177083	-4171.24737991	-4173.14492247	-7925.04829253	-7941.6258943	-12096.29567244	-12114.77081677
tm        	0.72-0.13 	16599.8367	0.72      	513.1291  	5106.90467225	5106.90467225	0.0       	0         	20.699    	20.73378448	-3710.59952053	-3726.11882564	-7562.00221135	-7571.85732229	-11297.97614793	-4100.95774506	-4107.94767748	-7943.07328051	-7950.34271665	-12044.03102557	-12058.29039413
tm        	0.72-0.14 	16409.034 	0.72      	552.6006  	5106.90467225	5106.90467225	0.0       	0         	20.895    	20.8274111	-3650.83287563	-3666.60274554	-7565.00462089	-7586.52545255	-11253.12819808	-4027.83592172	-4042.94345436	-7944.55079384	-7962.5167298	-11972.38671557	-12005.46018416
tm        	0.72-0.15 	16218.2312	0.72      	592.072   	5106.90467225	5106.90467225	0.0       	0         	20.962    	20.92103773	-3608.85419986	-3607.46406234	-7597.04882549	-7601.19358281	-11208.65764515	-3982.59415323	-3978.14624407	-7984.59106257	-7978.29247617	-11967.18521581	-11956.43872024
tm        	0.72-0.16 	16027.4285	0.72      	631.5435  	5106.90467225	5106.90467225	0.0       	0         	21.168    	21.01466436	-3536.36121699	-3548.7374906	-7609.71584693	-7615.86171307	-11164.59920368	-3900.42901266	-3913.57203587	-7989.54606613	-7997.76804489	-11889.97507879	-11911.34008076
tm        	0.72-0.17 	15836.6258	0.72      	671.015   	5106.90467225	5106.90467225	0.0       	0         	21.0      	21.10829098	-3502.53047362	-3490.46408953	-7659.98060159	-7630.52984334	-11120.99393287	-3859.94077538	-3849.23928182	-8051.17771906	-8021.01458426	-11911.11849445	-11870.25386609
tm        	0.72-0.18 	15645.8231	0.72      	710.4864  	5106.90467225	5106.90467225	0.0       	0         	21.278    	21.20191761	-3440.176036	-3432.6931585	-7639.33681003	-7645.37243455	-11078.06559305	-3786.78802962	-3785.1695216	-8044.24167136	-8048.08032848	-11831.02970098	-11833.24985008
tm        	0.72-0.19 	15455.0204	0.72      	749.9579  	5106.90467225	5106.90467225	0.0       	0         	21.094    	21.29554424	-3388.78127862	-3375.48497875	-7691.3777726	-7663.10880055	-11038.59377929	-3740.06410449	-3721.38824603	-8110.77162911	-8078.82970067	-11850.8357336	-11800.21794669
tm        	0.72-0.2  	15264.2176	0.72      	789.4294  	5106.90467225	5106.90467225	0.0       	0         	21.43     	21.38917086	-3309.82205274	-3318.91494069	-7660.32701095	-7684.2561724	-11003.17111308	-3639.00217536	-3657.92613036	-8090.87880392	-8112.69070519	-11729.88097928	-11770.61683555
tm        	0.72-0.21 	15073.4149	0.72      	828.9008  	5106.90467225	5106.90467225	0.0       	0         	21.547    	21.48279749	-3267.17305264	-3263.08007715	-7731.05951737	-7708.36079611	-10971.44087326	-3601.35642634	-3594.82086921	-8163.16521761	-8149.16778856	-11764.52164395	-11743.98865777
tm        	0.72-0.22 	14882.6122	0.72      	868.3723  	5106.90467225	5106.90467225	0.0       	0         	21.516    	21.57642411	-3209.42003286	-3208.11010496	-7750.3112086	-7735.05348164	-10943.1635866	-3534.24480382	-3532.12005534	-8196.40914858	-8187.89925963	-11730.6539524	-11720.01931497
tm        	0.72-0.23 	14691.8095	0.72      	907.8438  	5106.90467225	5106.90467225	0.0       	0         	21.507    	21.67005074	-3151.81727322	-3154.18782695	-7772.49277759	-7764.03020124	-10918.21802819	-3470.77956859	-3469.88603125	-8235.30328593	-8228.59162032	-11706.08285453	-11698.47765157
tm        	0.72-0.24 	14501.0068	0.72      	947.3152  	5106.90467225	5106.90467225	0.0       	0         	21.667    	21.76367737	-3089.97040975	-3101.59208091	-7763.19190776	-7795.03784264	-10896.62992355	-3407.70892298	-3408.20495507	-8254.15431856	-8271.00415049	-11661.86324154	-11679.20910555
tm        	0.72-0.25 	14310.204 	0.72      	986.7867  	5106.90467225	5106.90467225	0.0       	0         	21.907    	21.85730399	-3032.2119896	-3053.18222272	-7791.75817377	-7827.86358626	-10881.04580897	-3334.57442358	-3347.42445558	-8287.4098134	-8314.93743398	-11621.98423698	-11662.36188955
tm        	0.72-0.26 	14119.4013	0.72      	1026.2582 	5106.90467225	5106.90467225	0.0       	0         	22.146    	21.95093062	-3010.27630994	-3020.8042652	-7826.718912	-7862.32687228	-10883.13113749	-3276.12011797	-3291.17209145	-8330.94550459	-8360.22471885	-11607.06562256	-11651.3968103
tm        	0.72-0.27 	13928.5986	0.72      	1065.7297 	5106.90467225	5106.90467225	0.0       	0         	21.962    	22.04455724	-3003.8297895	-3001.0693369	-7901.2581394	-7898.27324668	-10899.34258358	-3246.06623191	-3243.53818259	-8405.52015557	-8406.72534217	-11651.58638748	-11650.26352476
tm        	0.72-0.28 	13737.7959	0.72      	1105.2011 	5106.90467225	5106.90467225	0.0       	0         	22.269    	22.13818387	-2988.72406829	-2986.40120664	-7928.76801223	-7935.5695898	-10921.97079644	-3206.88924372	-3206.1282182	-8449.45303053	-8454.31967573	-11656.34227424	-11660.44789392
tm        	0.72-0.29 	13546.9932	0.72      	1144.6726 	5106.90467225	5106.90467225	0.0       	0         	22.272    	22.2318105	-2977.1563538	-2971.73307638	-7988.72557674	-7974.10037556	-10945.83345194	-3184.37088479	-3178.91423667	-8522.41192578	-8502.90520389	-11706.78281057	-11681.81944056
tm        	0.72-0.3  	13356.1904	0.72      	1184.1441 	5106.90467225	5106.90467225	0.0       	0         	22.293    	22.32543712	-2963.66634794	-2957.06494612	-8033.94748416	-8013.76470836	-10970.82965448	-3163.47500085	-3159.91424707	-8570.66977883	-8552.39345187	-11734.14477968	-11712.30769894
tm        	0.72-0.31 	13165.3877	0.72      	1223.6155 	5106.90467225	5106.90467225	0.0       	0         	22.491    	22.41906375	-2941.03982735	-2942.39681586	-8046.60165715	-8054.47395349	-10996.87076935	-3146.15455752	-3148.34355161	-8600.43774565	-8602.70755875	-11746.59230316	-11751.05111036
tm        	0.72-0.32 	12974.585 	0.72      	1263.087  	5106.90467225	5106.90467225	0.0       	0         	22.584    	22.51269038	-2921.14051036	-2927.72868559	-8074.3557745	-8096.1498252	-11023.87851078	-3137.12074987	-3147.32114089	-8635.3198573	-8653.78034357	-11772.44060717	-11801.10148446
tm        	0.72-0.33 	12783.7823	0.72      	1302.5585 	5106.90467225	5106.90467225	0.0       	0         	22.634    	22.606317 	-2915.00854306	-2913.06055532	-8126.48395174	-8138.72283136	-11051.78338669	-3160.34945361	-3156.62141756	-8706.76598056	-8705.55275156	-11867.11543417	-11862.17416911
tm        	0.72-0.34 	12592.9795	0.72      	1342.0299 	5106.90467225	5106.90467225	0.0       	0         	22.641    	22.69994363	-2900.93410533	-2898.39242506	-8181.001768	-8182.13099828	-11080.52342334	-3175.6396905	-3176.14997847	-8766.8135638	-8757.97259618	-11942.4532543	-11934.12257465
tm        	0.72-0.35 	12402.1768	0.72      	1381.5014 	5106.90467225	5106.90467225	0.0       	0         	22.67     	22.79357025	-2872.78854391	-2883.7242948	-8214.29483753	-8226.31881772	-11110.04311252	-3187.20204612	-3206.02324402	-8807.31014702	-8810.99353282	-11994.51219315	-12017.01677684
tm        	0.72-0.36 	12211.3741	0.72      	1420.9729 	5106.90467225	5106.90467225	0.0       	0         	22.681    	22.88719688	-2867.01412452	-2869.05616454	-8271.35238449	-8271.2363715	-11140.29253604	-3236.78868453	-3246.23302866	-8860.50092199	-8864.57421568	-12097.28960652	-12110.80724434
tm        	0.72-0.37 	12020.5714	0.72      	1460.4443 	5106.90467225	5106.90467225	0.0       	0         	23.332    	22.9827414	-2849.04973986	-2857.2826324	-8296.16665308	-8316.83859915	-11174.12123155	-3300.22790125	-3296.73640906	-8899.93255624	-8918.67760046	-12200.16045749	-12215.41400951
tm        	0.72-0.38 	11829.7687	0.72      	1499.9158 	5106.90467225	5106.90467225	0.0       	0         	23.035    	23.08408854	-2850.93296547	-2853.53127668	-8333.03080642	-8363.0846815	-11216.61595819	-3352.08603327	-3357.11459131	-8954.76841058	-8973.27036378	-12306.85444385	-12330.38495509
tm        	0.72-0.39 	11638.9659	0.72      	1539.3873 	5106.90467225	5106.90467225	0.0       	0         	23.092    	23.19092644	-2861.52901596	-2861.33145078	-8411.53786278	-8409.93751907	-11271.26896986	-3439.097526	-3426.27821955	-9036.10303989	-9028.32241712	-12475.20056589	-12454.60063667
tm        	0.72-0.4  	11448.1632	0.72      	1578.8587 	5106.90467225	5106.90467225	0.01      	0.00485062	23.279    	23.30284327	-2875.44678584	-2891.19470105	-8466.02544718	-8457.36328825	-11348.5579893	-3494.77929329	-3502.29675398	-9100.47279636	-9083.8064973	-12595.25208964	-12586.10325128
tm        	0.72-0.41 	11257.3605	0.72      	1618.3302 	5106.90467225	5106.90467225	0.034     	0.02999756	23.627    	23.41946741	-2925.87452042	-2939.57503016	-8471.93765461	-8505.33106183	-11444.90609199	-3578.23928044	-3581.79232665	-9103.85736442	-9139.69781975	-12682.09664486	-12721.49014641
tm        	0.72-0.42 	11066.5578	0.72      	1657.8017 	5106.90467225	5106.90467225	0.073     	0.07466218	23.566    	23.54046263	-2993.2183461	-2991.97828676	-8576.56239036	-8553.81248309	-11545.79076985	-3667.04400415	-3663.34255097	-9207.04250384	-9195.97378335	-12874.08650798	-12859.31633432
tm        	0.72-0.43 	10875.7551	0.72      	1697.2731 	5106.90467225	5106.90467225	0.131     	0.13691787	23.582    	23.66552396	-3055.8360688	-3047.71795628	-8578.76946088	-8602.78148453	-11650.49944082	-3755.24440747	-3746.69245092	-9237.976152	-9252.61371793	-12993.22055948	-12999.30616884
tm        	0.72-0.44 	10684.9523	0.72      	1736.7446 	5106.90467225	5106.90467225	0.219     	0.21507097	23.744    	23.79437418	-3124.36359968	-3106.31820055	-8663.2459299	-8652.21404419	-11758.53224474	-3836.33454058	-3831.64526133	-9312.98151741	-9309.59866735	-13149.31605799	-13141.24392868
tm        	0.72-0.45 	10494.1496	0.72      	1776.2161 	5106.90467225	5106.90467225	0.287     	0.30762824	24.068    	23.92676068	-3164.21528735	-3167.42529804	-8693.59690321	-8702.0879737	-11869.51327174	-3899.06440276	-3918.04305265	-9354.6159673	-9366.91120227	-13253.68037005	-13284.95425492
tm        	0.72-0.46 	10303.3469	0.72      	1815.6876 	5106.90467225	5106.90467225	0.412     	0.41326932	24.228    	24.06245284	-3227.91529961	-3230.76394848	-8777.14218776	-8752.38273314	-11983.14668162	-4012.12489645	-4005.75559095	-9437.24279646	-9424.5352578	-13449.36769291	-13430.29084875
tm        	0.72-0.47 	10112.5442	0.72      	1855.159  	5106.90467225	5106.90467225	0.531     	0.53082354	24.371    	24.20123967	-3299.61013886	-3296.11278209	-8790.36360544	-8803.07926888	-12099.19205097	-4095.27825077	-4094.67330799	-9466.72076682	-9482.45599242	-13561.99901759	-13577.12930041
tm        	0.72-0.48 	9921.7415 	0.72      	1894.6305 	5106.90467225	5106.90467225	0.688     	0.6592501 	24.176    	24.34292773	-3363.07959814	-3363.28938855	-8858.41679901	-8854.15987096	-12217.44925951	-4194.72568599	-4184.70257429	-9549.18927836	-9540.65966455	-13743.91496435	-13725.36223884
tm        	0.72-0.49 	9730.9387 	0.72      	1934.102  	5106.90467225	5106.90467225	0.803     	0.79762127	24.331    	24.48733942	-3440.67680414	-3432.14056821	-8919.46910657	-8905.60804724	-12337.74861545	-4285.05363991	-4275.76236961	-9605.60432329	-9599.13352457	-13890.6579632	-13874.89589419
tm        	0.72-0.5  	9540.136  	0.72      	1973.5734 	5106.90467225	5106.90467225	0.955     	0.94510797	24.584    	24.63431131	-3508.08215053	-3502.53566943	-8964.25440715	-8957.4084121	-12459.94408152	-4377.52450403	-4367.78185279	-9663.30822208	-9657.86571972	-14040.83272611	-14025.64757251
tm        	0.72-0.51 	9349.3333 	0.72      	2013.0449 	5106.90467225	5106.90467225	1.119     	1.10096751	24.718    	24.7836928	-3581.32833294	-3574.36185839	-9016.69784819	-9009.5465876	-12583.90844599	-4462.58201524	-4460.69853699	-9721.91605582	-9716.84521024	-14184.49807105	-14177.54374724
tm        	0.72-0.52 	9158.5306 	0.72      	2052.5164 	5106.90467225	5106.90467225	1.226     	1.26453297	24.732    	24.93534487	-3648.46789775	-3647.5206553	-9053.31551591	-9062.00911558	-12709.52977088	-4550.73844157	-4554.45688771	-9786.18334476	-9776.0616952	-14336.92178633	-14330.51858291
tm        	0.72-0.53 	8967.7279 	0.72      	2091.9878 	5106.90467225	5106.90467225	1.48      	1.4352041 	25.033    	25.08913901	-3737.78539032	-3721.92533242	-9124.81888459	-9114.78337913	-12836.70871155	-4667.75003813	-4649.00722456	-9852.90503274	-9835.50554656	-14520.65507087	-14484.51277112
tm        	0.72-0.54 	8776.9251 	0.72      	2131.4593 	5106.90467225	5106.90467225	1.619     	1.61243943	25.1      	25.2449562	-3798.63854202	-3797.49891678	-9185.39785238	-9167.85753243	-12965.35644921	-4744.22464092	-4744.3048469	-9901.87482046	-9895.16775059	-14646.09946138	-14639.47259749
tm        	0.72-0.55 	8586.1224 	0.72      	2170.9308 	5106.90467225	5106.90467225	1.872     	1.7957495 	25.486    	25.40268611	-3883.91743857	-3874.17262893	-9212.03230041	-9221.22043772	-13095.39306666	-4853.0773151	-4840.30932788	-9952.55095595	-9955.03985551	-14805.62827104	-14795.34918339
tm        	0.72-0.56 	8395.3197 	0.72      	2210.4022 	5106.90467225	5106.90467225	1.887     	1.98469091	25.368    	25.56222625	-3919.06630181	-3951.8846429	-9271.06077976	-9274.86160869	-13226.74625159	-4906.94463692	-4936.98393749	-10014.48915705	-10015.11392465	-14921.43379397	-14952.09786214
tm        	0.72-0.57 	8204.517  	0.72      	2249.8737 	5106.90467225	5106.90467225	2.14      	2.17886119	25.709    	25.72348137	-4010.06690609	-4030.5790875	-9327.10869861	-9328.77115949	-13359.35024699	-5008.73937921	-5034.29516577	-10055.13187048	-10075.38249447	-15063.87124969	-15109.67766025
tm        	0.72-0.58 	8013.7143 	0.72      	2289.3452 	5106.90467225	5106.90467225	2.363     	2.37789429	25.835    	25.88636274	-4113.98425426	-4110.20523241	-9369.84754531	-9382.93975861	-13493.14499103	-5131.08548988	-5132.21232532	-10132.35737329	-10135.83853677	-15263.44286316	-15268.0508621
tm        	0.72-0.59 	7822.9115 	0.72      	2328.8166 	5106.90467225	5106.90467225	2.486     	2.58145668	25.795    	26.05078769	-4157.83927081	-4190.71681743	-9471.53943901	-9437.35858724	-13628.07540467	-5192.90703814	-5230.70721678	-10217.26776924	-10196.47542465	-15410.17480738	-15427.18264143
tm        	0.72-0.6  	7632.1088 	0.72      	2368.2881 	5106.90467225	5106.90467225	2.809     	2.78924388	26.08     	26.21667902	-4254.18573146	-4272.07149439	-9479.45631187	-9492.01930137	-13764.09079577	-5328.10728445	-5329.75384532	-10250.77590513	-10257.28690178	-15578.88318958	-15587.0407471
tm        	0.72-0.61 	7441.3061 	0.72      	2407.7596 	5106.90467225	5106.90467225	2.957     	3.00097746	26.291    	26.38396464	-4325.48636111	-4354.2303589	-9534.27253616	-9546.91399758	-13901.14435648	-5403.56546869	-5429.32817865	-10319.89690677	-10318.26705456	-15723.46237546	-15747.59523321
tm        	0.72-0.62 	7250.5034 	0.72      	2447.2311 	5106.90467225	5106.90467225	3.252     	3.21640237	26.393    	26.55257706	-4436.255351	-4437.15755423	-9628.98754029	-9602.03518163	-14039.19273585	-5512.11403226	-5529.40793912	-10399.49121705	-10379.4102869	-15911.60524931	-15908.81822602
tm        	0.72-0.63 	7059.7007 	0.72      	2486.7025 	5106.90467225	5106.90467225	3.452     	3.43528458	26.687    	26.72245311	-4520.19402582	-4520.81993389	-9608.96547364	-9657.37574004	-14178.19567393	-5647.55070826	-5629.97242409	-10415.13549814	-10440.7112973	-16062.68620639	-16070.68372139
tm        	0.72-0.64 	6868.8979 	0.72      	2526.174  	5106.90467225	5106.90467225	3.726     	3.65740901	27.0      	26.89353355	-4619.22797808	-4605.18677233	-9672.1698631	-9712.92891403	-14318.11568636	-5743.86275889	-5731.00234989	-10457.38255845	-10502.16505796	-16201.24531735	-16233.16740785
tm        	0.72-0.65 	6678.0952 	0.72      	2565.6455 	5106.90467225	5106.90467225	3.867     	3.8825777 	27.138    	27.0657628	-4674.70768288	-4690.22951534	-9774.01523712	-9768.68827567	-14458.91779101	-5816.04228807	-5832.4797156	-10555.94156777	-10563.76679576	-16371.98385584	-16396.24651136
tm        	0.72-0.66 	6487.2925 	0.72      	2605.1169 	5106.90467225	5106.90467225	4.126     	4.11060816	27.287    	27.23908865	-4781.76579817	-4775.92156371	-9840.46732717	-9824.6477061	-14600.56926981	-5956.27327081	-5934.38768366	-10639.69369791	-10625.51197487	-16595.96696871	-16559.89965853
tm        	0.72-0.67 	6296.4898 	0.72      	2644.5884 	5106.90467225	5106.90467225	4.384     	4.3413319 	27.456    	27.41346198	-4876.60817972	-4862.23808449	-9850.28941635	-9880.8013754	-14743.03945989	-6040.77471707	-6036.71047462	-10656.74884044	-10687.39628085	-16697.52355751	-16724.10675547
tm        	0.72-0.68 	6105.6871 	0.72      	2684.0599 	5106.90467225	5106.90467225	4.548     	4.57459318	27.514    	27.58883658	-4947.00212661	-4949.15584581	-9927.02393157	-9937.14372426	-14886.29957007	-6153.38618975	-6139.43327419	-10737.76495391	-10749.41560604	-16891.15114366	-16888.84888023
tm        	0.72-0.69 	5914.8843 	0.72      	2723.5313 	5106.90467225	5106.90467225	4.988     	4.81024781	27.788    	27.76516893	-5086.32296048	-5036.65307153	-9954.70173621	-9993.66944697	-15030.3225185	-6286.88408439	-6242.54215067	-10791.57923536	-10811.56603622	-17078.46331975	-17054.10818689
tm        	0.72-0.7  	5724.0816 	0.72      	2763.0028 	5106.90467225	5106.90467225	5.02      	5.04816214	27.728    	27.94241798	-5121.08133121	-5124.70931285	-10095.78861214	-10050.3734758	-15175.08278865	-6364.16972275	-6346.02398149	-10916.97334811	-10873.84383825	-17281.14307086	-17219.86781974
tm        	0.72-0.71 	5533.2789 	0.72      	2802.4743 	5106.90467225	5106.90467225	5.286     	5.28821213	27.997    	28.12054498	-5214.85361593	-5213.30533457	-10113.29878844	-10107.25096654	-15320.55630111	-6432.74098739	-6449.86638756	-10941.08063437	-10936.24544879	-17373.82162176	-17386.11183635
tm        	0.72-0.72 	5342.4762 	0.72      	2841.9457 	5106.90467225	5106.90467225	5.584     	5.53028247	28.298    	28.29951337	-5317.67112261	-5302.42301375	-10170.90179687	-10164.29728522	-15466.72029897	-6555.50797489	-6554.05767443	-10990.55001278	-10998.76746382	-17546.05798766	-17552.82513825
tm        	0.72-0.73 	5151.6735 	0.72      	2881.4172 	5106.90467225	5106.90467225	5.923     	5.77426592	28.717    	28.47928856	-5448.72080207	-5392.04524939	-10133.26550053	-10221.50799572	-15613.55324511	-6709.17423565	-6658.5867794	-10980.6547581	-11061.40662902	-17689.82899375	-17719.99340842
tm        	0.72-0.74 	4960.8707 	0.72      	2920.8887 	5106.90467225	5106.90467225	6.007     	6.02006255	28.753    	28.65983785	-5493.04282944	-5482.15588144	-10242.5453614	-10278.87884834	-15761.03472978	-6769.51377332	-6763.4432239	-11093.61854132	-11124.15983083	-17863.13231463	-17887.60305473
tm        	0.72-0.75 	4770.068  	0.72      	2960.3601 	5106.90467225	5106.90467225	6.216     	6.26757917	29.019    	28.84113026	-5556.42644652	-5572.73961811	-10368.59321567	-10336.40576916	-15909.14538727	-6874.40414001	-6868.61707044	-11214.34141596	-11187.02408824	-18088.74555596	-18055.64115868
tm        	0.72-0.76 	4579.2653 	0.72      	2999.8316 	5106.90467225	5106.90467225	6.624     	6.5167288 	28.898    	29.02313648	-5681.09132534	-5663.7819704	-10434.55183892	-10394.08485024	-16057.86682064	-6981.43159403	-6974.0988836	-11273.67446111	-11249.9965451	-18255.10605514	-18224.0954287
tm        	0.72-0.77 	4388.4626 	0.72      	3039.3031 	5106.90467225	5106.90467225	6.805     	6.76743012	29.145    	29.20582868	-5756.83907531	-5755.26919292	-10465.95935006	-10451.91234041	-16207.18153333	-7068.88248626	-7079.87969467	-11346.6172563	-11313.07446305	-18415.49974255	-18392.95415771
tm        	0.72-0.78 	4197.6598 	0.72      	3078.7745 	5106.90467225	5106.90467225	7.021     	7.01960705	29.096    	29.38918048	-5847.64680252	-5847.18823036	-10512.25842421	-10509.88463676	-16357.07286712	-7177.65829122	-7185.95096941	-11387.4010595	-11376.25521491	-18565.05935071	-18562.20618432
tm        	0.72-0.79 	4006.8571 	0.72      	3118.246  	5106.90467225	5106.90467225	7.336     	7.27318835	29.384    	29.57316684	-5932.55436115	-5939.52666894	-10595.17423386	-10567.99827665	-16507.52494559	-7284.29660721	-7292.30457873	-11454.68155855	-11439.53627858	-18738.97816576	-18731.84085731
tm        	0.72-0.8  	3816.0544 	0.72      	3157.7175 	5106.90467225	5106.90467225	7.467     	7.52810723	30.002    	29.75776396	-6040.1291033	-6032.27269216	-10602.74425208	-10626.24993033	-16658.52262249	-7425.0105218	-7398.93277186	-11457.31159594	-11502.91523131	-18882.32211774	-18901.84800316
tm        	0.72-0.81 	3625.2517 	0.72      	3197.189  	5106.90467225	5106.90467225	7.857     	7.78430102	29.885    	29.94294921	-6176.41323326	-6125.41504056	-10664.02123322	-10684.63639402	-16810.05143459	-7536.6254084	-7505.82815175	-11557.20924949	-11566.38974438	-19093.83465789	-19072.21789614
tm        	0.72-0.82 	3434.449  	0.72      	3236.6604 	5106.90467225	5106.90467225	7.953     	8.04171084	30.155    	30.12870109	-6179.42993727	-6218.9429749	-10749.581917	-10743.15458339	-16962.09755828	-7556.82816029	-7612.98365265	-11635.87084061	-11629.95757817	-19192.6990009	-19242.94123082
tm        	0.72-0.83 	3243.6462 	0.72      	3276.1319 	5106.90467225	5106.90467225	8.337     	8.30028136	30.394    	30.3149991	-6339.5688081	-6312.84624247	-10785.27220379	-10801.80152753	-17114.64776999	-7724.45825295	-7720.39251934	-11680.14067713	-11693.61657748	-19404.59893009	-19414.00909682
tm        	0.72-0.84 	3052.8435 	0.72      	3315.6034 	5106.90467225	5106.90467225	8.484     	8.5599605 	30.564    	30.50182375	-6378.13450629	-6407.11504624	-10863.17231121	-10860.57436328	-17267.68940953	-7816.44023428	-7828.04828815	-11783.73131339	-11757.36466724	-19600.17154766	-19585.41295539
tm        	0.72-0.85 	2862.0408 	0.72      	3355.0748 	5106.90467225	5106.90467225	8.903     	8.82069924	30.44     	30.68915645	-6511.3593441	-6501.74001651	-10964.24365174	-10919.47032993	-17421.21034644	-7936.41847797	-7935.94476942	-11874.34688916	-11821.19984842	-19810.76536713	-19757.14461784
tm        	0.72-0.86 	2671.2381 	0.72      	3394.5463 	5106.90467225	5106.90467225	9.171     	9.08245134	30.892    	30.87697948	-6631.46723758	-6596.71218475	-11012.19708754	-10978.48676419	-17575.19894894	-8067.10012683	-8044.07603129	-11908.10616307	-11885.12019427	-19975.2062899	-19929.19622556
tm        	0.72-0.87 	2480.4354 	0.72      	3434.0178 	5106.90467225	5106.90467225	9.296     	9.34517322	31.275    	31.06527592	-6681.17442891	-6692.02295963	-10994.3229256	-11037.62109553	-17729.64405516	-8136.39386012	-8152.43638475	-11905.7263405	-11949.12384674	-20042.12020062	-20101.56023149
tm        	0.72-0.88 	2289.6326 	0.72      	3473.4892 	5106.90467225	5106.90467225	9.543     	9.60882371	31.279    	31.25402964	-6752.49222282	-6787.66410476	-11091.10732604	-11096.87084179	-17884.53494655	-8204.87440426	-8261.02036977	-12012.41772165	-12013.20901316	-20217.29212591	-20274.22938294
tm        	0.72-0.89 	2098.8299 	0.72      	3512.9607 	5106.90467225	5106.90467225	10.049    	9.87336394	31.282    	31.44322523	-6919.21989919	-6883.62771821	-11151.4975267	-11156.23360503	-18039.86132324	-8380.01853042	-8369.8227425	-12081.57689825	-12077.37396308	-20461.59542867	-20447.19670558
tm        	0.72-0.9  	1908.0272 	0.72      	3552.4322 	5106.90467225	5106.90467225	10.153    	10.13875713	31.46     	31.63284795	-6953.18766715	-6979.90621345	-11239.63985951	-11215.70706764	-18195.61328109	-8461.29984877	-8478.83846326	-12176.2951427	-12141.61702533	-20637.59499147	-20620.4554886
tm        	0.72-0.91 	1717.2245 	0.72      	3591.9036 	5106.90467225	5106.90467225	10.441    	10.40496849	31.831    	31.82288373	-7093.76047578	-7076.49230179	-11300.62828009	-11275.28898865	-18351.78129043	-8615.91943382	-8588.06268556	-12215.73423527	-12205.93658529	-20831.65366909	-20793.99927085
tm        	0.72-0.92 	1526.4218 	0.72      	3631.3751 	5106.90467225	5106.90467225	10.507    	10.6719651	31.997    	32.01331909	-7137.44246091	-7173.378976	-11299.25318527	-11334.97720031	-18508.3561763	-8693.54578022	-8697.4907457	-12235.49731417	-12270.33108222	-20929.0430944	-20967.82182793
tm        	0.72-0.93 	1335.619  	0.72      	3670.8466 	5106.90467225	5106.90467225	11.02     	10.93971575	32.046    	32.20414115	-7287.12703858	-7270.55949511	-11361.95537279	-11394.76960479	-18665.3290999	-8817.85925995	-8807.11815322	-12297.52075166	-12334.79900686	-21115.38001161	-21141.91716008
tm        	0.72-0.94 	1144.8163 	0.72      	3710.318  	5106.90467225	5106.90467225	11.152    	11.20819083	32.553    	32.39533756	-7343.2326565	-7368.02737028	-11390.1204556	-11454.66417115	-18822.69154143	-8902.84655378	-8916.94058191	-12339.36863682	-12399.33889905	-21242.21519059	-21316.27948096
tm        	0.72-0.95 	954.0136  	0.72      	3749.7895 	5106.90467225	5106.90467225	11.513    	11.47736228	32.905    	32.58689651	-7434.39023125	-7465.77635157	-11499.53451501	-11514.65893236	-18980.43528393	-8999.69609246	-9026.95386143	-12435.32977306	-12463.94934562	-21435.02586552	-21490.90320705
tm        	0.72-0.96 	763.2109  	0.72      	3789.261  	5106.90467225	5106.90467225	11.678    	11.74720343	32.527    	32.77880666	-7552.40492949	-7563.80041567	-11620.88741826	-11574.75198263	-19138.5523983	-9110.47445803	-9137.15396951	-12565.32873442	-12528.62897828	-21675.80319245	-21665.78294779
