type      	subtype   	reward    	rate      	salary    	B_ENPV    	O_ENPV    	SB_Risk%  	B_Risk%   	SO_Risk%  	O_Risk%   	SB_VaR    	B_VaR     	SO_VaR    	O_VaR     	T_VaR     	SB_CVaR   	B_CVaR    	SO_CVaR   	O_CVaR    	ST_CVaR   	T_CVaR    
tm        	0.03-0.37 	23105.4214	0.03      	2807.2028 	5106.90467225	5106.90467225	24.153    	23.96693212	23.504    	23.52064359	-12324.1303765	-12357.53011676	-6926.75552583	-6907.33316709	-19264.86328385	-14976.11982914	-15007.6296621	-7129.755266	-7110.52952221	-22105.87509514	-22118.15918431
tm        	0.03-0.38 	22738.6687	0.03      	2883.0732 	5106.90467225	5106.90467225	24.019    	23.83334982	24.346    	24.41222308	-12361.91585747	-12484.78255117	-7064.46518289	-7045.01484808	-19529.79739925	-15092.55966707	-15177.06561819	-7266.05653683	-7251.03726377	-22358.6162039	-22428.10288196
tm        	0.03-0.39 	22371.9159	0.03      	2958.9435 	5106.90467225	5106.90467225	23.674    	23.69976752	25.457    	25.25808053	-12621.85906744	-12613.71362782	-7157.43951009	-7182.69713168	-19796.4107595	-15363.00042981	-15347.66146286	-7368.47092739	-7391.55699647	-22731.4713572	-22739.21845933
tm        	0.03-0.4  	22005.1632	0.03      	3034.8139 	5106.90467225	5106.90467225	23.528    	23.5672805	25.922    	26.06164512	-12702.83875919	-12744.26295736	-7320.43390058	-7320.37997154	-20064.64292891	-15487.74524095	-15519.37533704	-7530.88219013	-7532.08798192	-23018.62743107	-23051.46331896
tm        	0.03-0.41 	21638.4105	0.03      	3110.6842 	5106.90467225	5106.90467225	23.347    	23.45373263	26.896    	26.82601143	-12901.73837757	-12876.37367043	-7476.95093022	-7458.06332538	-20334.43699581	-15751.43846994	-15692.1678326	-7692.66019648	-7672.6289545	-23444.09866642	-23364.7967871
tm        	0.03-0.42 	21271.6578	0.03      	3186.5545 	5106.90467225	5106.90467225	23.449    	23.36275324	27.42     	27.55397935	-13000.47822111	-13009.99213824	-7622.81953518	-7595.74715455	-20605.73929278	-15840.78592583	-15866.0017966	-7844.03606659	-7813.17961588	-23684.82199243	-23679.18141248
tm        	0.03-0.43 	20904.9051	0.03      	3262.4249 	5106.90467225	5106.90467225	23.349    	23.29143228	28.375    	28.24808829	-13110.21660117	-13145.06772088	-7712.69962692	-7733.43142364	-20878.49914452	-15969.49411578	-16040.84215518	-7933.14324541	-7953.73971959	-23902.63736119	-23994.58187477
tm        	0.03-0.44 	20538.1523	0.03      	3338.2952 	5106.90467225	5106.90467225	23.252    	23.23738284	29.042    	28.91064683	-13235.43371182	-13281.55254017	-7885.99875593	-7871.11610024	-21152.66864041	-16158.77792216	-16216.65575464	-8109.90187221	-8094.30902981	-24268.67979437	-24310.96478444
tm        	0.03-0.45 	20171.3996	0.03      	3414.1656 	5106.90467225	5106.90467225	23.057    	23.19862013	29.411    	29.54375832	-13397.28385807	-13419.40127401	-8016.65210849	-8008.80115463	-21428.20242864	-16409.19023479	-16393.41121781	-8243.18454188	-8234.88732064	-24652.37477667	-24628.29853845
tm        	0.03-0.46 	19804.6469	0.03      	3490.0359 	5106.90467225	5106.90467225	23.215    	23.1734745	30.214    	30.14934323	-13490.0746054	-13558.57097007	-8123.63308066	-8146.48655948	-21705.05752955	-16506.7206662	-16571.0788139	-8351.47608684	-8375.47428367	-24858.19675304	-24946.55309758
tm        	0.03-0.47 	19437.8942	0.03      	3565.9063 	5106.90467225	5106.90467225	22.986    	23.16052729	30.893    	30.72915856	-13729.24558113	-13699.02087646	-8290.00825051	-8284.17228969	-21983.19316615	-16797.0198685	-16749.63034034	-8521.04760887	-8516.06884718	-25318.06747736	-25265.69918751
tm        	0.03-0.48 	19071.1415	0.03      	3641.7766 	5106.90467225	5106.90467225	23.29     	23.15856256	31.303    	31.28481492	-13844.42503052	-13840.71228761	-8399.73740805	-8421.85832215	-22262.57060977	-16943.56541995	-16929.03901519	-8631.83012989	-8656.67061934	-25575.39554984	-25585.70963453
tm        	0.03-0.49 	18704.3887	0.03      	3717.647  	5106.90467225	5106.90467225	23.112    	23.16653016	31.828    	31.81779143	-13975.58855689	-13983.60840368	-8515.84502919	-8559.54463558	-22543.15303926	-17094.81330773	-17109.27937926	-8752.43980148	-8797.27943338	-25847.25310922	-25906.55881264
tm        	0.03-0.5  	18337.636 	0.03      	3793.5173 	5106.90467225	5106.90467225	22.969    	23.18351689	32.284    	32.32944888	-14032.69876491	-14127.67420213	-8686.1520946	-8697.23121034	-22824.90541247	-17225.39602851	-17290.32720653	-8930.48611137	-8937.89512903	-26155.88213987	-26228.22233555
tm        	0.03-0.51 	17970.8833	0.03      	3869.3877 	5106.90467225	5106.90467225	23.14     	23.20872379	32.615    	32.82104133	-14242.91959611	-14272.8763202	-8862.72768318	-8834.91802832	-23107.79434852	-17471.68301322	-17472.15942228	-9100.92459331	-9078.51755223	-26572.60760653	-26550.67697451
tm        	0.03-0.52 	17604.1306	0.03      	3945.258  	5106.90467225	5106.90467225	23.361    	23.24144799	33.211    	33.29372638	-14401.66218681	-14419.18294711	-8994.04275112	-8972.60507278	-23391.78801988	-17593.08523315	-17654.75402811	-9241.94257321	-9219.14655477	-26835.02780636	-26873.90058287
tm        	0.03-0.53 	17237.3779	0.03      	4021.1284 	5106.90467225	5106.90467225	23.216    	23.28106808	33.666    	33.74857426	-14510.02347616	-14566.56372512	-9140.05075122	-9110.29232823	-23676.85605336	-17801.7719782	-17838.09003305	-9382.9862394	-9359.78199393	-27184.7582176	-27197.87202698
tm        	0.03-0.54 	16870.6251	0.03      	4096.9987 	5106.90467225	5106.90467225	23.157    	23.32703213	34.091    	34.18657592	-14762.19487421	-14714.98965855	-9223.98951061	-9247.97978037	-23962.96943892	-18042.79656936	-18022.14739023	-9476.20954242	-9500.42356537	-27519.00611178	-27522.5709556
tm        	0.03-0.55 	16503.8724	0.03      	4172.869  	5106.90467225	5106.90467225	23.391    	23.37884787	34.522    	34.60865025	-14874.17776919	-14864.43302989	-9401.09473955	-9385.6674159	-24250.10044579	-18304.51026206	-18206.90693861	-9654.66829673	-9641.07044305	-27959.1785588	-27847.97738166
tm        	0.03-0.56 	16137.1197	0.03      	4248.7394 	5106.90467225	5106.90467225	23.352    	23.43607455	35.112    	35.01565049	-15035.479142	-15014.86732248	-9508.53540584	-9523.35522255	-24538.22254503	-18424.38781095	-18392.3503492	-9761.10425318	-9781.72243901	-28185.49206413	-28174.07278821
tm        	0.03-0.57 	15770.367 	0.03      	4324.6097 	5106.90467225	5106.90467225	23.325    	23.49831614	35.586    	35.40837003	-15192.36515784	-15166.26714915	-9616.76094145	-9661.0431889	-24827.31033805	-18565.67898812	-18578.46007544	-9873.98260357	-9922.37944776	-28439.66159169	-28500.8395232
tm        	0.03-0.58 	15403.6143	0.03      	4400.4801 	5106.90467225	5106.90467225	23.307    	23.56521561	35.658    	35.78754751	-15239.56401723	-15318.60818604	-9824.76172919	-9798.73130435	-25117.33949039	-18765.68484688	-18765.21930728	-10088.69988059	-10063.04136749	-28854.38472747	-28828.26067477
tm        	0.03-0.59 	15036.8615	0.03      	4476.3504 	5106.90467225	5106.90467225	23.631    	23.63645007	36.493    	36.15387152	-15557.46264938	-15471.8671115	-9907.00191506	-9936.41955906	-25408.28667057	-18980.58659663	-18952.6119287	-10174.54526739	-10203.70809992	-29155.13186402	-29156.32002862
tm        	0.03-0.6  	14670.1088	0.03      	4552.2208 	5106.90467225	5106.90467225	23.493    	23.7117267	36.842    	36.50798472	-15658.73727569	-15626.02154932	-10037.83251149	-10074.1079439	-25700.12949322	-19081.52310504	-19140.62247829	-10297.87452049	-10344.37955009	-29379.39762552	-29485.00202838
tm        	0.03-0.61 	14303.3561	0.03      	4628.0911 	5106.90467225	5106.90467225	23.95     	23.79077922	36.836    	36.85048766	-15762.40312319	-15781.05001598	-10213.32367797	-10211.79645033	-25992.84646631	-19263.10196476	-19329.23611266	-10492.87691397	-10485.05562622	-29755.97887873	-29814.29173889
tm        	0.03-0.62 	13936.6034	0.03      	4703.9615 	5106.90467225	5106.90467225	23.922    	23.87336483	37.155    	37.18194212	-16033.33074609	-15936.93187175	-10365.22827749	-10349.48507044	-26286.41694219	-19573.82574956	-19518.43857249	-10639.55199362	-10625.73623957	-30213.37774318	-30144.17481206
tm        	0.03-0.63 	13569.8507	0.03      	4779.8318 	5106.90467225	5106.90467225	23.881    	23.95926168	37.662    	37.50287421	-16092.52625783	-16093.64727505	-10447.05514506	-10487.17379684	-26580.82107189	-19734.38754939	-19708.21615084	-10729.5741344	-10766.42130426	-30463.96168379	-30474.6374551
tm        	0.03-0.64 	13203.0979	0.03      	4855.7022 	5106.90467225	5106.90467225	24.04     	24.04826652	38.096    	37.81377717	-16250.99581716	-16251.17713999	-10595.38626876	-10624.86262264	-26876.03976263	-19963.00666678	-19898.55566372	-10870.85866817	-10907.11048572	-30833.86533495	-30805.66614945
tm        	0.03-0.65 	12836.3452	0.03      	4931.5725 	5106.90467225	5106.90467225	24.167    	24.14019283	37.974    	38.11511389	-16450.87780267	-16409.50309674	-10778.40505908	-10762.55154145	-27172.05463819	-20065.3269376	-20089.44442264	-11061.50389418	-11047.80323359	-31126.83083178	-31137.24765623
tm        	0.03-0.66 	12469.5925	0.03      	5007.4429 	5106.90467225	5106.90467225	24.387    	24.23486903	38.466    	38.4073192	-16590.50583277	-16568.60745458	-10917.26992149	-10900.24054725	-27468.84800182	-20313.53582209	-20280.87020888	-11202.53656593	-11188.49947113	-31516.07238802	-31469.36968001
tm        	0.03-0.67 	12102.8398	0.03      	5083.3132 	5106.90467225	5106.90467225	24.497    	24.332137 	38.596    	38.69080195	-16758.66442417	-16728.47316727	-11051.93353824	-11037.92963444	-27766.40280171	-20449.14816298	-20472.82124961	-11343.35773364	-11329.1991351	-31792.50589662	-31802.0203847
tm        	0.03-0.68 	11736.0871	0.03      	5159.1835 	5106.90467225	5106.90467225	24.438    	24.43185077	39.105    	38.96594698	-16872.48154095	-16889.08380075	-11158.84271429	-11175.61879782	-28064.70259856	-20689.58823993	-20665.28619538	-11453.9005106	-11469.90216422	-32143.48875053	-32135.18835961
tm        	0.03-0.69 	11369.3343	0.03      	5235.0539 	5106.90467225	5106.90467225	24.5      	24.53387535	39.332    	39.23311679	-16996.41090497	-17050.42350281	-11317.05748629	-11313.30803247	-28363.73153528	-20780.46696494	-20858.25409922	-11606.40078149	-11610.60849908	-32386.86774643	-32468.86259831
tm        	0.03-0.7  	11002.5816	0.03      	5310.9242 	5106.90467225	5106.90467225	24.77     	24.63808567	39.474    	39.49265318	-17206.36836051	-17212.47697474	-11437.78192596	-11450.99733385	-28663.47430859	-21082.84380448	-21051.71439689	-11741.44306122	-11751.31808204	-32824.2868657	-32803.03247893
tm        	0.03-0.71 	10635.8289	0.03      	5386.7946 	5106.90467225	5106.90467225	24.827    	24.74436571	39.453    	39.74487868	-17446.21100146	-17375.22944463	-11615.90970076	-11588.68669766	-28963.91614229	-21282.70099169	-21245.65688844	-11926.81887368	-11892.03085716	-33209.51986536	-33137.6877456
tm        	0.03-0.72 	10269.0762	0.03      	5462.6649 	5106.90467225	5106.90467225	24.83     	24.85260764	40.09     	39.99009792	-17573.06735964	-17538.66664242	-11701.62840491	-11726.37611991	-29265.04276233	-21479.86404725	-21440.0717209	-12004.08852926	-12032.74677015	-33483.95257651	-33472.81849105
tm        	0.03-0.73 	9902.3235 	0.03      	5538.5353 	5106.90467225	5106.90467225	25.004    	24.96271114	40.219    	40.22859883	-17618.41052267	-17702.77477631	-11883.96906086	-11864.06559684	-29566.84037315	-21548.29820573	-21634.94937199	-12198.59560819	-12173.46576829	-33746.89381392	-33808.41514028
tm        	0.03-0.74 	9535.5707 	0.03      	5614.4056 	5106.90467225	5106.90467225	24.874    	25.07458271	40.577    	40.46065376	-17877.42418557	-17867.54051075	-11991.29737463	-12001.75512494	-29869.29563568	-21806.44137078	-21830.28063478	-12299.46448577	-12314.18780034	-34105.90585655	-34144.46843511
tm        	0.03-0.75 	9168.818  	0.03      	5690.276  	5106.90467225	5106.90467225	25.199    	25.1881351	40.67     	40.68652056	-18009.58293824	-18032.95094549	-12130.74424868	-12139.4447009	-30172.3956464	-22029.32693827	-22026.05660329	-12446.14498727	-12454.91281652	-34475.47192554	-34480.96941981
tm        	0.03-0.76 	8802.0653 	0.03      	5766.1463 	5106.90467225	5106.90467225	25.165    	25.30328681	40.925    	40.9064435	-18230.71719823	-18198.99359607	-12228.38346694	-12277.13432165	-30476.12791773	-22136.91283147	-22222.26865892	-12548.08996368	-12595.64075191	-34685.00279516	-34817.90941084
tm        	0.03-0.77 	8435.3126 	0.03      	5842.0167 	5106.90467225	5106.90467225	25.447    	25.41996158	41.162    	41.12065416	-18357.30140653	-18365.6563753	-12416.54310391	-12414.82398428	-30780.48035958	-22450.86562363	-22418.90845764	-12734.01190937	-12736.3711768	-35184.877533	-35155.27963444
tm        	0.03-0.78 	8068.5598 	0.03      	5917.887  	5106.90467225	5106.90467225	25.51     	25.53808802	41.266    	41.32937223	-18548.23661143	-18532.92757575	-12567.68442748	-12552.51368607	-31085.44126181	-22653.12183361	-22615.96791787	-12894.56867801	-12877.10389148	-35547.69051163	-35493.07180935
tm        	0.03-0.79 	7701.8071 	0.03      	5993.7574 	5106.90467225	5106.90467225	25.993    	25.65759916	41.355    	41.5328063	-18620.9887928	-18700.79585333	-12727.04244934	-12690.20342445	-31390.99927778	-22778.81136557	-22813.43920914	-13058.27038797	-13017.83885971	-35837.08175354	-35831.27806885
tm        	0.03-0.8  	7335.0544 	0.03      	6069.6277 	5106.90467225	5106.90467225	25.648    	25.77843215	41.745    	41.73115452	-18882.25257741	-18869.25021172	-12783.69448766	-12827.89319704	-31697.14340876	-22949.76552807	-23011.31474127	-13115.99616718	-13158.57604626	-36065.76169525	-36169.89078753
tm        	0.03-0.81 	6968.3017 	0.03      	6145.498  	5106.90467225	5106.90467225	25.636    	25.90052796	42.449    	41.92460526	-19085.30602525	-19038.27998761	-12882.5707346	-12965.58300157	-32003.86298918	-23225.7836031	-23209.58715418	-13213.60581348	-13299.31541681	-36439.38941659	-36508.90257099
tm        	0.03-0.82 	6601.549  	0.03      	6221.3684 	5106.90467225	5106.90467225	26.06     	26.02383103	42.151    	42.11333768	-19139.42146807	-19207.87483678	-13100.81390136	-13103.27283592	-32311.1476727	-23335.3974567	-23408.24930828	-13433.88622163	-13440.05693797	-36769.28367833	-36848.30624624
tm        	0.03-0.83 	6234.7962 	0.03      	6297.2387 	5106.90467225	5106.90467225	26.032    	26.14828906	42.388    	42.29752233	-19349.18069987	-19378.0247209	-13192.29681278	-13240.9626981	-32618.987419	-23649.98724844	-23607.29427529	-13537.1422686	-13580.80057718	-37187.12951704	-37188.09485247
tm        	0.03-0.84 	5868.0435 	0.03      	6373.1091 	5106.90467225	5106.90467225	26.28     	26.27385278	42.417    	42.47732164	-19660.24545342	-19548.71989504	-13387.61880595	-13378.65258623	-32927.37248128	-23856.47148185	-23806.71532965	-13732.85016692	-13721.54630276	-37589.32164877	-37528.26163241
tm        	0.03-0.85 	5501.2908 	0.03      	6448.9794 	5106.90467225	5106.90467225	26.36     	26.4004757	42.628    	42.65289037	-19751.67945118	-19719.95089581	-13488.85273579	-13516.34249856	-33236.29339437	-23950.85005842	-24006.50594027	-13842.90741735	-13862.2940838	-37793.75747577	-37868.80002407
tm        	0.03-0.86 	5134.5381 	0.03      	6524.8498 	5106.90467225	5106.90467225	26.406    	26.52811393	43.016    	42.82437611	-19941.97734169	-19891.70853012	-13645.35449055	-13654.0324334	-33545.74096352	-24279.01068162	-24206.65976279	-14000.92770005	-14003.0438902	-38279.93838167	-38209.70365299
tm        	0.03-0.87 	4767.7854 	0.03      	6600.7201 	5106.90467225	5106.90467225	26.569    	26.65672599	43.162    	42.99191965	-20074.28367941	-20063.98386447	-13772.5901151	-13791.72238921	-33855.70625368	-24406.54266357	-24407.17063217	-14119.02492178	-14143.79569257	-38525.56758535	-38550.96632474
tm        	0.03-0.88 	4401.0326 	0.03      	6676.5905 	5106.90467225	5106.90467225	26.808    	26.78627267	43.171    	43.15565538	-20246.0500379	-20236.76821487	-13933.14614402	-13929.41236451	-34166.18057937	-24575.17926783	-24608.03255568	-14280.85378838	-14284.54946228	-38856.03305621	-38892.58201797
tm        	0.03-0.89 	4034.2799 	0.03      	6752.4608 	5106.90467225	5106.90467225	26.904    	26.91671683	43.342    	43.31571166	-20381.12256517	-20410.05313716	-14038.57556789	-14067.10235791	-34477.15549507	-24740.02938205	-24809.23970628	-14401.69981365	-14425.30517138	-39141.72919569	-39234.54487766
tm        	0.03-0.9  	3667.5272 	0.03      	6828.3312 	5106.90467225	5106.90467225	27.234    	27.04802333	43.297    	43.47221112	-20767.00165226	-20583.83041788	-14260.78644522	-14204.79236811	-34788.62278598	-25093.94585906	-25010.7864162	-14624.05818837	-14566.06279259	-39718.00404742	-39576.84920879
tm        	0.03-0.91 	3300.7745 	0.03      	6904.2015 	5106.90467225	5106.90467225	27.104    	27.18015882	43.705    	43.62527105	-20849.10474656	-20758.09206548	-14338.87538416	-14342.48239387	-35100.57445935	-25280.12854131	-25212.66717099	-14701.99539127	-14706.82229929	-39982.12393259	-39919.48947027
tm        	0.03-0.92 	2934.0218 	0.03      	6980.0719 	5106.90467225	5106.90467225	27.391    	27.31309168	43.742    	43.77500358	-20940.68710158	-20932.83030214	-14496.65263513	-14480.17243403	-35413.00273617	-25438.3256663	-25414.87660375	-14858.27735658	-14847.58366547	-40296.60302288	-40262.46026922
tm        	0.03-0.93 	2567.269  	0.03      	7055.9422 	5106.90467225	5106.90467225	27.549    	27.44679189	43.813    	43.92151605	-21070.2101436	-21108.03755573	-14645.31829484	-14617.86248751	-35725.90004324	-25589.62697672	-25617.40948966	-15009.44485893	-14988.346826	-40599.07183565	-40605.75631566
tm        	0.03-0.94 	2200.5163 	0.03      	7131.8126 	5106.90467225	5106.90467225	27.596    	27.58123093	44.041    	44.06491124	-21303.9543724	-21283.70645237	-14758.57647552	-14755.55255328	-36039.25900565	-25850.80987932	-25820.26074078	-15143.38898339	-15129.1114524	-40994.19886272	-40949.37219318
tm        	0.03-0.95 	1833.7636 	0.03      	7207.6829 	5106.90467225	5106.90467225	27.904    	27.7163817	44.083    	44.20528759	-21494.08301559	-21459.82980923	-14901.19679291	-14893.24263034	-36353.07243957	-26019.15982802	-26023.42540109	-15280.26791359	-15269.87746143	-41299.42774161	-41293.30286252
tm        	0.03-0.96 	1467.0109 	0.03      	7283.5532 	5106.90467225	5106.90467225	27.89     	27.8522184	44.558    	44.34273943	-21507.88648236	-21636.40062765	-15015.92485943	-15030.93271779	-36667.33334544	-26128.92429843	-26226.89864174	-15394.25637547	-15410.6448346	-41523.1806739	-41637.54347633
tm        	0.03-0.97 	1100.2582 	0.03      	7359.4236 	5106.90467225	5106.90467225	28.181    	27.98871648	44.191    	44.4773572	-21889.16825445	-21813.41208662	-15196.2284558	-15168.62281477	-36982.03490139	-26382.57320206	-26430.67575654	-15582.42615776	-15551.41355381	-41964.99935982	-41982.08931035
tm        	0.03-0.98 	733.5054  	0.03      	7435.2939 	5106.90467225	5106.90467225	28.178    	28.12585256	44.788    	44.60922768	-22033.52756681	-21990.85753652	-15302.10819501	-15306.31292047	-37297.17045699	-26680.94331741	-26634.75215765	-15699.44243211	-15692.1836014	-42380.38574952	-42326.93575905
tm        	0.03-0.99 	366.7527  	0.03      	7511.1643 	5106.90467225	5106.90467225	28.304    	28.26360436	44.778    	44.73843411	-22179.3376177	-22168.7304932	-15474.00746884	-15444.00303409	-37612.73352729	-26853.60710127	-26839.12337145	-15860.71365802	-15832.95496009	-42714.32075929	-42672.07833154
tm        	0.03-1.0  	0.0       	0.03      	7587.0346 	5106.90467225	5106.90467225	28.337    	28.40195063	44.872    	44.86505641	-22324.91434453	-22347.02463221	-15584.34121477	-15581.69315494	-37928.71778715	-27003.88244623	-27043.78503458	-15978.6492881	-15973.72761299	-42982.53173433	-43017.51264757
cp        	0.04-0.0  	36420.272 	0.04      	0.0       	5106.90467225	5106.90467225	28.699    	28.68978428	0.0       	0         	-10055.64888566	-10055.42349987	-1841.68083819	-1843.01881669	-11898.44231655	-10577.19600103	-10573.55348603	-1968.51548022	-1970.70624518	-12545.71148125	-12544.2597312
tm        	0.04-0.01 	36056.0693	0.04      	75.3428   	5106.90467225	5106.90467225	28.651    	28.55574896	0.0       	0         	-10016.07504058	-10027.42508909	-1972.81709164	-1976.5303363	-12003.95542539	-10563.49129284	-10571.73863748	-2104.55256194	-2107.34946444	-12668.04385478	-12679.08810192
tm        	0.04-0.02 	35691.8666	0.04      	150.6857  	5106.90467225	5106.90467225	28.388    	28.42171364	0.0       	0         	-10023.91913275	-9999.4266783	-2114.51663689	-2110.31023179	-12109.73691009	-10594.2728737	-10580.68755374	-2246.4359328	-2244.16562865	-12840.7088065	-12824.8531824
tm        	0.04-0.03 	35327.6639	0.04      	226.0285  	5106.90467225	5106.90467225	28.462    	28.28767832	0.0       	0         	-9976.68399375	-9971.42826752	-2240.4408556	-2244.336234	-12215.76450152	-10608.32352706	-10600.48040544	-2377.04930285	-2381.14112314	-12985.37282991	-12981.62152858
tm        	0.04-0.04 	34963.4612	0.04      	301.3713  	5106.90467225	5106.90467225	28.188    	28.15364299	0.0       	0         	-9912.95821046	-9943.42985673	-2377.6417838	-2378.58908504	-12322.01894178	-10612.57923667	-10631.16295245	-2517.20827368	-2518.26408069	-13129.78751035	-13149.42703314
tm        	0.04-0.05 	34599.2584	0.04      	376.7141  	5106.90467225	5106.90467225	27.966    	28.01960767	0.0       	0         	-9912.16756119	-9915.43144596	-2519.9417357	-2513.051986	-12428.48343195	-10653.31611018	-10672.75766597	-2661.63179109	-2655.52407667	-13314.94790126	-13328.28174264
tm        	0.04-0.06 	34235.0557	0.04      	452.057   	5106.90467225	5106.90467225	27.813    	27.88557235	0.0       	0         	-9905.81588516	-9887.43303517	-2646.56654427	-2647.71017033	-12535.1432055	-10738.78696067	-10725.2780235	-2789.82649356	-2792.91189024	-13528.61345423	-13518.18991374
tm        	0.04-0.07 	33870.853 	0.04      	527.3998  	5106.90467225	5106.90467225	27.672    	27.75153703	0.0       	0         	-9889.79754812	-9864.95561487	-2782.91989452	-2782.55056915	-12647.50618402	-10828.53808022	-10788.67149111	-2930.36345539	-2930.41931485	-13758.90153562	-13719.09080596
tm        	0.04-0.08 	33506.6503	0.04      	602.7426  	5106.90467225	5106.90467225	27.734    	27.61750171	0.0       	0         	-9876.06900851	-9855.95945423	-2906.86343263	-2917.56154514	-12773.52099937	-10873.00837315	-10862.04371873	-3054.47076855	-3068.03900593	-13927.4791417	-13930.08272466
tm        	0.04-0.09 	33142.4476	0.04      	678.0854  	5106.90467225	5106.90467225	27.66     	27.48346639	0.0       	0         	-9867.55760707	-9858.99999445	-3054.3495069	-3052.73267854	-12911.732673	-10950.07423997	-10944.11182339	-3206.57126834	-3205.76435719	-14156.64550831	-14149.87618058
tm        	0.04-0.1  	32778.2448	0.04      	753.4283  	5106.90467225	5106.90467225	27.386    	27.34943107	0.0       	0         	-9877.95824829	-9872.73077026	-3195.99677796	-3188.05459301	-13060.78536327	-11056.76206315	-11033.82377851	-3347.78442227	-3343.58939908	-14404.54648543	-14377.4131776
tm        	0.04-0.11 	32414.0421	0.04      	828.7711  	5106.90467225	5106.90467225	27.357    	27.21539574	0.0       	0         	-9902.03392856	-9896.00951476	-3319.22897955	-3323.51881266	-13219.52832742	-11104.1427131	-11130.31339061	-3476.39817162	-3481.50871482	-14580.54088472	-14611.82210543
tm        	0.04-0.12 	32049.8394	0.04      	904.1139  	5106.90467225	5106.90467225	27.08     	27.08136042	0.0       	0         	-9921.96747427	-9927.86672598	-3470.53164837	-3459.11764364	-13386.98436962	-11225.26199048	-11232.86023663	-3632.2119965	-3619.51737022	-14857.47398698	-14852.37760685
tm        	0.04-0.13 	31685.6367	0.04      	979.4567  	5106.90467225	5106.90467225	26.913    	26.9473251	0.0       	0         	-9958.54842684	-9967.47609804	-3597.56471956	-3594.84407526	-13562.3201733	-11305.93500549	-11340.85907851	-3757.64432546	-3757.61085474	-15063.57933095	-15098.46993325
tm        	0.04-0.14 	31321.434 	0.04      	1054.7996 	5106.90467225	5106.90467225	26.801    	26.81328978	0.0       	0         	-9999.98875515	-10014.12930243	-3744.14746417	-3730.69169669	-13744.82099913	-11454.874713	-11453.79656084	-3906.00958186	-3895.78503159	-15360.88429486	-15349.58159243
tm        	0.04-0.15 	30957.2312	0.04      	1130.1424 	5106.90467225	5106.90467225	26.596    	26.67925446	0.0       	0         	-10094.68292913	-10067.21528398	-3872.78703502	-3866.65462659	-13933.86991058	-11573.47199679	-11571.23336738	-4035.99007438	-4034.0360952	-15609.46207117	-15605.26946258
tm        	0.04-0.16 	30593.0285	0.04      	1205.4852 	5106.90467225	5106.90467225	26.444    	26.54521914	0.0       	0         	-10134.00249238	-10126.20351355	-3992.81125814	-4002.72745295	-14128.9309665	-11706.34242307	-11692.79044491	-4163.83309589	-4172.36053478	-15870.17551896	-15865.15097968
tm        	0.04-0.17 	30228.8258	0.04      	1280.828  	5106.90467225	5106.90467225	26.428    	26.41118382	0.0       	0         	-10206.81062042	-10190.63049682	-4148.62744975	-4138.90518166	-14329.53567848	-11803.59093087	-11818.13826526	-4319.03377805	-4310.75510294	-16122.62470891	-16128.8933682
tm        	0.04-0.18 	29864.6231	0.04      	1356.1709 	5106.90467225	5106.90467225	26.328    	26.27714849	0.0       	0         	-10268.48423346	-10260.08889305	-4264.35173981	-4275.18319208	-14535.27208513	-11939.37699672	-11946.98837253	-4438.01046663	-4449.21678851	-16377.38746335	-16396.20516105
tm        	0.04-0.19 	29500.4204	0.04      	1431.5137 	5106.90467225	5106.90467225	26.081    	26.14311317	0.0       	0         	-10350.77273362	-10334.21870409	-4415.59819214	-4411.55719863	-14745.77590272	-12123.97814078	-12079.08666359	-4591.66935992	-4587.74279291	-16715.6475007	-16666.8294565
tm        	0.04-0.2  	29136.2176	0.04      	1506.8565 	5106.90467225	5106.90467225	26.252    	26.00907785	0.0       	5.406e-05 	-10462.95722944	-10412.70010136	-4557.35180065	-4548.02321732	-14960.72331869	-12263.09747307	-12214.20799595	-4733.47718237	-4726.33050945	-16996.57465544	-16940.5385054
tm        	0.04-0.21 	28772.0149	0.04      	1582.1994 	5106.90467225	5106.90467225	25.941    	25.87504253	0.336     	0.34942402	-10465.64811823	-10495.24755102	-4682.7703306	-4684.57753651	-15179.82508753	-12311.65265576	-12352.15182188	-4859.90265235	-4864.97750525	-17171.55530811	-17217.12932713
tm        	0.04-0.22 	28407.8122	0.04      	1657.5422 	5106.90467225	5106.90467225	25.714    	25.74100721	1.341     	1.31801805	-10575.02616233	-10581.60497211	-4803.80023889	-4821.21669126	-15402.82166337	-12543.42333314	-12492.73862336	-4987.60985533	-5003.68150526	-17531.03318848	-17496.42012862
tm        	0.04-0.23 	28043.6095	0.04      	1732.885  	5106.90467225	5106.90467225	25.566    	25.60697189	2.784     	2.8250678 	-10685.6084522	-10671.54172077	-4974.68206725	-4957.90017144	-15629.44189221	-12673.63073462	-12635.8069778	-5158.63639656	-5142.43851466	-17832.26713118	-17778.24549246
tm        	0.04-0.24 	27679.4068	0.04      	1808.2278 	5106.90467225	5106.90467225	25.698    	25.47293657	4.826     	4.80326071	-10777.09008597	-10764.84923912	-5086.28623597	-5094.58777468	-15859.43701379	-12784.21638063	-12781.21112491	-5274.62310601	-5281.24467503	-18058.83948664	-18062.45579995
