type      	reward    	rate      	salary    	B_ENPV    	O_ENPV    	B_Risk    	O_Risk    	B_VaR     	O_VaR     	T_VaR     
tm        	7716.3332 	0.9       	1364.2608 	5000.0    	37431.28795637	0         	42.18959615	-1330.21843419	-18250.81008279	-19581.02851698
tm        	7333.668  	0.91      	1390.6709 	5000.0    	37431.28795637	0         	42.25682266	-1238.51109131	-18343.77978265	-19582.29087396
tm        	6949.3017 	0.92      	1417.433  	5000.0    	37431.28795637	0         	42.32424218	-1148.2896823	-18437.48406759	-19585.77374989
tm        	6563.0127 	0.93      	1444.5928 	5000.0    	37431.28795637	0         	42.39192083	-1059.84408092	-18531.99409474	-19591.83817566
tm        	6174.446  	0.94      	1472.2239 	5000.0    	37431.28795637	0         	42.45997054	-973.55297689	-18627.42626001	-19600.9792369
tm        	5783.1437 	0.95      	1500.4208 	5000.0    	37431.28795637	0         	42.52853545	-889.9766307	-18723.9314655	-19613.9080962
tm        	5388.3428 	0.96      	1529.3415 	5000.0    	37431.28795637	0         	42.59786268	-809.94931043	-18821.76380247	-19631.7131129
tm        	4988.7686 	0.97      	1559.2496 	5000.0    	37431.28795637	0         	42.6683696	-734.87016119	-18921.34994915	-19656.22011034
tm        	4581.9234 	0.98      	1590.6619 	5000.0    	37431.28795637	0         	42.74088382	-667.4453501	-19023.52963471	-19690.97498481
tm        	4183.6821 	0.99      	1620.2943 	5000.0    	37431.28795637	0         	42.8098252	-610.86656059	-19122.91950837	-19733.78606896
tm        	3787.1255 	1.0       	1649.5783 	5000.0    	37431.28795637	0         	42.87766625	-556.47993917	-19221.86586581	-19778.34580498
