type      	subtype   	reward    	rate      	salary    	B_ENPV    	O_ENPV    	B_Risk%   	O_Risk%   	B_VaR     	O_VaR     	T_VaR     	B_CVaR    	O_CVaR    	T_CVaR    
lh        	0.0-0.29  	26582.5932	0.0       	2246.1343 	5106.90467225	5106.90467225	25.70614254	15.05765299	-11807.07286191	-5889.29530549	-17696.36816739	-14182.70948891	-6052.25006307	-20234.95955198
lh        	0.0-0.3   	26208.1904	0.0       	2323.5872 	5106.90467225	5106.90467225	25.57386494	16.46908668	-11921.2218677	-6029.85661253	-17951.07848023	-14344.73336814	-6196.03779868	-20540.77116683
lh        	0.0-0.31  	25833.7877	0.0       	2401.0401 	5106.90467225	5106.90467225	25.44158734	17.78946014	-12037.69439089	-6170.41791957	-18208.11231046	-14508.36830071	-6339.82553429	-20848.193835
lh        	0.0-0.32  	25459.385 	0.0       	2478.493  	5106.90467225	5106.90467225	25.30930974	19.02731026	-12156.389699	-6310.97922662	-18467.36892562	-14673.54390771	-6483.6132699	-21157.1571776
lh        	0.0-0.33  	25084.9823	0.0       	2555.9459 	5106.90467225	5106.90467225	25.17703214	20.19013916	-12277.21406529	-6451.54053366	-18728.75459895	-14840.1947585	-6627.4010055	-21467.595764
lh        	0.0-0.34  	24710.5795	0.0       	2633.3988 	5106.90467225	5106.90467225	25.04475454	21.28456636	-12400.08011172	-6592.1018407	-18992.18195243	-15008.25989981	-6771.18874111	-21779.44864092
lh        	0.0-0.35  	24336.1768	0.0       	2710.8517 	5106.90467225	5106.90467225	24.91247694	22.31645486	-12524.90622814	-6732.66314775	-19257.56937589	-15177.68244063	-6914.97647672	-22092.65891734
lh        	0.0-0.36  	23961.7741	0.0       	2788.3046 	5106.90467225	5106.90467225	24.78019934	23.29101622	-12651.61605754	-6873.22445479	-19524.84051233	-15348.40918492	-7058.76421232	-22407.17339725
lh        	0.0-0.37  	23587.3714	0.0       	2865.7575 	5106.90467225	5106.90467225	24.64792175	24.2128986	-12780.13803829	-7013.78576183	-19793.92380013	-15520.39030591	-7202.55194793	-22722.94225384
lh        	0.0-0.38  	23212.9687	0.0       	2943.2104 	5106.90467225	5106.90467225	24.51564415	25.08626084	-12910.40499603	-7154.34706888	-20064.75206491	-15693.57905603	-7346.33968354	-23039.91873956
lh        	0.0-0.39  	22838.5659	0.0       	3020.6633 	5106.90467225	5106.90467225	24.38336655	25.91483528	-13042.35377874	-7294.90837592	-20337.26215466	-15867.93150814	-7490.12741914	-23358.05892729
lh        	0.0-0.4   	22464.1632	0.0       	3098.1162 	5106.90467225	5106.90467225	24.25108895	26.701981 	-13175.92492976	-7435.46968296	-20611.39461272	-16043.40632396	-7633.91515475	-23677.32147871
lh        	0.0-0.41  	22089.7605	0.0       	3175.5692 	5106.90467225	5106.90467225	24.12385515	27.45072936	-13311.06239385	-7576.03099001	-20887.09338385	-16219.96454616	-7777.70289036	-23997.66743652
lh        	0.0-0.42  	21715.3578	0.0       	3253.0221 	5106.90467225	5106.90467225	24.01846252	28.16382304	-13447.7132525	-7716.59229705	-21164.30554955	-16397.5694115	-7921.49062596	-24319.06003747
lh        	0.0-0.43  	21340.9551	0.0       	3330.475  	5106.90467225	5106.90467225	23.93362813	28.84374957	-13585.82748503	-7857.15360409	-21442.98108913	-16576.18618225	-8065.27836157	-24641.46454382
lh        	0.0-0.44  	20966.5523	0.0       	3407.9279 	5106.90467225	5106.90467225	23.86686232	29.49277035	-13725.35775237	-7997.71491114	-21723.07266351	-16755.78199385	-8209.06609718	-24964.84809102
lh        	0.0-0.45  	20592.1496	0.0       	3485.3808 	5106.90467225	5106.90467225	23.81609446	30.11294577	-13866.25920104	-8138.27621818	-22004.53541922	-16936.32571698	-8352.85383278	-25289.17954976
lh        	0.0-0.46  	20217.7469	0.0       	3562.8337 	5106.90467225	5106.90467225	23.77958226	30.70615703	-14008.48928515	-8278.83752522	-22287.32681037	-17117.78783236	-8496.64156839	-25614.42940075
lh        	0.0-0.47  	19843.3442	0.0       	3640.2866 	5106.90467225	5106.90467225	23.75584495	31.27412526	-14152.0076043	-8419.39883227	-22571.40643657	-17300.14031686	-8640.429304	-25940.56962086
lh        	0.0-0.48  	19468.9415	0.0       	3717.7395 	5106.90467225	5106.90467225	23.743613 	31.81842815	-14296.77575581	-8559.96013931	-22856.73589513	-17483.35653981	-8784.21703961	-26267.57357941
lh        	0.0-0.49  	19094.5387	0.0       	3795.1924 	5106.90467225	5106.90467225	23.74178964	32.3405146	-14442.75719972	-8700.52144635	-23143.27864607	-17667.41116823	-8928.00477521	-26595.41594345
lh        	0.0-0.5   	18720.136 	0.0       	3872.6453 	5106.90467225	5106.90467225	23.74942086	32.84171758	-14589.91713515	-8841.0827534	-23430.99988855	-17852.28008031	-9071.79251082	-26924.07259112
lh        	0.0-0.51  	18345.7333	0.0       	3950.0982 	5106.90467225	5106.90467225	23.76567177	33.32326555	-14738.22238717	-8981.64406044	-23719.86644761	-18037.94028599	-9215.58024642	-27253.52053241
lh        	0.0-0.52  	17971.3306	0.0       	4027.5511 	5106.90467225	5106.90467225	23.78980764	33.78629244	-14887.64130273	-9122.20536748	-24009.84667022	-18224.36985427	-9359.36798203	-27583.7378363
lh        	0.0-0.53  	17596.9279	0.0       	4105.004  	5106.90467225	5106.90467225	23.82117872	34.23184662	-15038.14365506	-9262.76667453	-24300.91032959	-18411.54784623	-9503.15571764	-27914.70356387
lh        	0.0-0.54  	17222.5251	0.0       	4182.4569 	5106.90467225	5106.90467225	23.85920774	34.66089879	-15189.70055561	-9403.32798157	-24593.02853718	-18599.45425353	-9646.94345324	-28246.39770677
lh        	0.0-0.55  	16848.1224	0.0       	4259.9098 	5106.90467225	5106.90467225	23.90337968	35.07434907	-15342.2843728	-9543.88928861	-24886.17366141	-18788.0699416	-9790.73118885	-28578.80113046
lh        	0.0-0.56  	16473.7197	0.0       	4337.3627 	5106.90467225	5106.90467225	23.9532333	35.47303326	-15495.86865708	-9684.45059566	-25180.31925274	-18977.37659731	-9934.51892446	-28911.89552177
lh        	0.0-0.57  	16099.317 	0.0       	4414.8157 	5106.90467225	5106.90467225	24.00835404	35.85772854	-15650.42807152	-9825.0119027	-25475.43997422	-19167.35668048	-10078.30666007	-29245.66334054
lh        	0.0-0.58  	15724.9143	0.0       	4492.2686 	5106.90467225	5106.90467225	24.06836807	36.22915846	-15805.93832753	-9965.57320974	-25771.51153728	-19357.99337909	-10222.09439567	-29580.08777476
lh        	0.0-0.59  	15350.5115	0.0       	4569.7215 	5106.90467225	5106.90467225	24.13293722	36.58799753	-15962.37612538	-10106.13451679	-26068.51064217	-19549.27056774	-10365.88213128	-29915.15269902
lh        	0.0-0.6   	14976.1088	0.0       	4647.1744 	5106.90467225	5106.90467225	24.20175474	36.93487531	-16119.71909886	-10246.69582383	-26366.41492269	-19741.17276909	-10509.66986689	-30250.84263598
lh        	0.0-0.61  	14601.7061	0.0       	4724.6273 	5106.90467225	5106.90467225	24.27454159	37.27038004	-16277.94576386	-10387.25713087	-26665.20289474	-19933.68511805	-10653.45760249	-30587.14272054
lh        	0.0-0.62  	14227.3034	0.0       	4802.0802 	5106.90467225	5106.90467225	24.35104332	37.59506204	-16437.03547064	-10527.81843792	-26964.85390856	-20126.79332843	-10797.2453381	-30924.03866653
lh        	0.0-0.63  	13852.9007	0.0       	4879.5331 	5106.90467225	5106.90467225	24.43102733	37.90943667	-16596.96835918	-10668.37974496	-27265.34810414	-20320.48366197	-10941.03307371	-31261.51673568
lh        	0.0-0.64  	13478.4979	0.0       	4956.986  	5106.90467225	5106.90467225	24.51428053	38.2139871	-16757.72531769	-10808.941052	-27566.66636969	-20514.74289937	-11084.82080931	-31599.56370869
lh        	0.0-0.65  	13104.0952	0.0       	5034.4389 	5106.90467225	5106.90467225	24.60060727	38.50916674	-16919.28794384	-10949.50235905	-27868.79030289	-20709.55831333	-11228.60854492	-31938.16685825
lh        	0.0-0.66  	12729.6925	0.0       	5111.8918 	5106.90467225	5106.90467225	24.68982755	38.79540155	-17081.63850848	-11090.06366609	-28171.70217457	-20904.91764331	-11372.39628053	-32277.31392384
lh        	0.0-0.67  	12355.2898	0.0       	5189.3447 	5106.90467225	5106.90467225	24.7817755	39.07309203	-17244.75992179	-11230.62497313	-28475.38489492	-21100.80907196	-11516.18401613	-32616.99308809
lh        	0.0-0.68  	11980.8871	0.0       	5266.7976 	5106.90467225	5106.90467225	24.8762979	39.34261514	-17408.63570146	-11371.18628018	-28779.82198164	-21297.22120304	-11659.97175174	-32957.19295478
lh        	0.0-0.69  	11606.4843	0.0       	5344.2505 	5106.90467225	5106.90467225	24.97325306	39.604326 	-17573.24994302	-11511.74758722	-29084.99753024	-21494.14304075	-11803.75948735	-33297.90252809
lh        	0.0-0.7   	11232.0816	0.0       	5421.7034 	5106.90467225	5106.90467225	25.07250969	39.8585594	-17738.58729188	-11652.30889426	-29390.89618615	-21691.56397031	-11947.54722296	-33639.11119326
lh        	0.0-0.71  	10857.6789	0.0       	5499.1563 	5106.90467225	5106.90467225	25.17394594	40.10563129	-17904.63291718	-11792.87020131	-29697.50311849	-21889.47373978	-12091.33495856	-33980.80869834
lh        	0.0-0.72  	10483.2762	0.0       	5576.6092 	5106.90467225	5106.90467225	25.27744858	40.34584008	-18071.37248712	-11933.43150835	-30004.80399547	-22087.86244295	-12235.12269417	-34322.98513712
lh        	0.0-0.73  	10108.8735	0.0       	5654.0622 	5106.90467225	5106.90467225	25.38291222	40.5794678	-18238.79214583	-12073.99281539	-30312.78496122	-22286.72050323	-12378.91042978	-34665.63093301
lh        	0.0-0.74  	9734.4707 	0.0       	5731.5151 	5106.90467225	5106.90467225	25.49023863	40.80678126	-18406.87849159	-12214.55412243	-30621.43261402	-22486.03865856	-12522.69816538	-35008.73682394
lh        	0.0-0.75  	9360.068  	0.0       	5808.968  	5106.90467225	5106.90467225	25.59933613	41.02803303	-18575.61855626	-12355.11542947	-30930.73398573	-22685.80794711	-12666.48590099	-35352.2938481
lh        	0.0-0.76  	8985.6653 	0.0       	5886.4209 	5106.90467225	5106.90467225	25.71011906	41.24346239	-18744.99978595	-12495.67673652	-31240.67652247	-22886.01969388	-12810.2736366	-35696.29333048
lh        	0.0-0.77  	8611.2626 	0.0       	5963.8738 	5106.90467225	5106.90467225	25.82250728	41.45329617	-18915.01002279	-12636.23804356	-31551.24806635	-23086.66549801	-12954.0613722	-36040.72687021
lh        	0.0-0.78  	8236.8598 	0.0       	6041.3267 	5106.90467225	5106.90467225	25.9364257	41.6577496	-19085.63748762	-12776.7993506	-31862.43683822	-23287.73722082	-13097.84910781	-36385.58632863
lh        	0.0-0.79  	7862.4571 	0.0       	6118.7796 	5106.90467225	5106.90467225	26.05180394	41.857027 	-19256.87076379	-12917.36065765	-32174.23142143	-23489.22697452	-13241.63684342	-36730.86381794
lh        	0.0-0.8   	7488.0544 	0.0       	6196.2325 	5106.90467225	5106.90467225	26.1685759	42.05132246	-19428.69878167	-13057.92196469	-32486.62074636	-23691.1271115	-13385.42457902	-37076.55169052
lh        	0.0-0.81  	7113.6517 	0.0       	6273.6854 	5106.90467225	5106.90467225	26.28667948	42.24082051	-19601.11080416	-13198.48327173	-32799.59407589	-23893.43021425	-13529.21231463	-37422.64252888
lh        	0.0-0.82  	6739.249  	0.0       	6351.1383 	5106.90467225	5106.90467225	26.40605624	42.42569664	-19774.09641282	-13339.04457878	-33113.1409916	-24096.12908579	-13673.00005024	-37769.12913603
lh        	0.0-0.83  	6364.8462 	0.0       	6428.5912 	5106.90467225	5106.90467225	26.52665118	42.60611794	-19947.6454949	-13479.60588582	-33427.25138072	-24299.21674061	-13816.78778584	-38116.00452646
lh        	0.0-0.84  	5990.4435 	0.0       	6506.0441 	5106.90467225	5106.90467225	26.64841243	42.78224348	-20121.74823084	-13620.16719286	-33741.91542371	-24502.68639606	-13960.57552145	-38463.26191752
lh        	0.0-0.85  	5616.0408 	0.0       	6583.497  	5106.90467225	5106.90467225	26.77129108	42.9542249	-20296.3950826	-13760.72849991	-34057.12358251	-24706.53146424	-14104.36325706	-38810.8947213
lh        	0.0-0.86  	5241.6381 	0.0       	6660.9499 	5106.90467225	5106.90467225	26.89524093	43.12220675	-20471.57678248	-13901.28980695	-34372.86658943	-24910.74554423	-14248.15099267	-39158.8965369
lh        	0.0-0.87  	4867.2354 	0.0       	6738.4028 	5106.90467225	5106.90467225	27.02021833	43.28632695	-20647.28432252	-14041.85111399	-34689.13543651	-25115.32241478	-14391.93872827	-39507.26114306
lh        	0.0-0.88  	4492.8326 	0.0       	6815.8557 	5106.90467225	5106.90467225	27.14618199	43.44671714	-20823.50894445	-14182.41242104	-35005.92136549	-25320.25602734	-14535.72646388	-39855.98249122
lh        	0.0-0.89  	4118.4299 	0.0       	6893.3087 	5106.90467225	5106.90467225	27.27309283	43.60350306	-21000.24213013	-14322.97372808	-35323.2158582	-25525.54049938	-14679.51419949	-40205.05469887
lh        	0.0-0.9   	3744.0272 	0.0       	6970.7616 	5106.90467225	5106.90467225	27.40091381	43.75680485	-21177.47559239	-14463.53503512	-35641.01062751	-25731.17010816	-14823.30193509	-40554.47204325
lh        	0.0-0.91  	3369.6245 	0.0       	7048.2145 	5106.90467225	5106.90467225	27.52960984	43.90673736	-21355.20126645	-14604.09634217	-35959.29760861	-25937.13928464	-14967.0896707	-40904.22895535
lh        	0.0-0.92  	2995.2218 	0.0       	7125.6674 	5106.90467225	5106.90467225	27.65914761	44.05341048	-21533.41130158	-14744.65764921	-36278.06895079	-26143.44260786	-15110.87740631	-41254.32001416
lh        	0.0-0.93  	2620.819  	0.0       	7203.1203 	5106.90467225	5106.90467225	27.78949551	44.19692933	-21712.09805332	-14885.21895625	-36597.31700957	-26350.07479939	-15254.66514191	-41604.7399413
lh        	0.0-0.94  	2246.4163 	0.0       	7280.5732 	5106.90467225	5106.90467225	27.92062348	44.3373946	-21891.2540759	-15025.7802633	-36917.0343392	-26557.03071823	-15398.45287752	-41955.48359575
lh        	0.0-0.95  	1872.0136 	0.0       	7358.0261 	5106.90467225	5106.90467225	28.05250296	44.47490269	-22070.87211519	-15166.34157034	-37237.21368552	-26764.30535582	-15542.24061313	-42306.54596894
lh        	0.0-0.96  	1497.6109 	0.0       	7435.479  	5106.90467225	5106.90467225	28.18510679	44.60954604	-22250.94510174	-15306.90287738	-37557.84797912	-26971.89383128	-15686.02834873	-42657.92218002
lh        	0.0-0.97  	1123.2082 	0.0       	7512.9319 	5106.90467225	5106.90467225	28.31840909	44.74141323	-22431.46614442	-15447.46418443	-37878.93032885	-27179.79138699	-15829.81608434	-43009.60747133
lh        	0.0-0.98  	748.8054  	0.0       	7590.3848 	5106.90467225	5106.90467225	28.45238523	44.87058926	-22612.42852409	-15588.02549147	-38200.45401556	-27387.99338419	-15973.60381995	-43361.59720414
lh        	0.0-0.99  	374.4027  	0.0       	7667.8377 	5106.90467225	5106.90467225	28.5870117	44.99715567	-22793.82568769	-15728.58679851	-38522.4124862	-27596.49529893	-16117.39155555	-43713.88685448
lh        	0.0-1.0   	0.0       	0.0       	7745.2906 	5106.90467225	5106.90467225	28.72226612	45.12119076	-22975.65124255	-15869.14810556	-38844.79934811	-27805.29271809	-16261.17929116	-44066.47200925
cp        	0.01-0.0  	37185.272 	0.01      	0.0       	5106.90467225	5106.90467225	29.33554839	0         	-10349.17267542	-1813.30234269	-12162.47501811	-10901.90069369	-1887.38609428	-12789.28678797
tm        	0.01-0.01 	36813.4193	0.01      	76.9254   	5106.90467225	5106.90467225	29.20284468	0         	-10320.58616403	-1952.87004345	-12273.45620748	-10907.70292369	-2029.91553461	-12937.6184583
tm        	0.01-0.02 	36441.5666	0.01      	153.8508  	5106.90467225	5106.90467225	29.07014097	0         	-10291.99965263	-2092.44282963	-12384.44248227	-10924.43736128	-2172.4693944	-13096.90675569
tm        	0.01-0.03 	36069.7139	0.01      	230.7762  	5106.90467225	5106.90467225	28.93743725	0         	-10263.41314124	-2232.01983448	-12495.43297572	-10952.157972	-2315.04557821	-13267.20355021
tm        	0.01-0.04 	35697.8612	0.01      	307.7015  	5106.90467225	5106.90467225	28.80473354	0         	-10234.82662984	-2371.60036549	-12606.42699533	-10990.89518865	-2457.64038597	-13448.53557462
tm        	0.01-0.05 	35326.0084	0.01      	384.6269  	5106.90467225	5106.90467225	28.67202983	0         	-10206.24011845	-2511.18386422	-12717.42398266	-11040.67140417	-2600.25195438	-13640.92335855
tm        	0.01-0.06 	34954.1557	0.01      	461.5523  	5106.90467225	5106.90467225	28.53932611	0         	-10180.78473652	-2650.76987661	-12831.55461313	-11101.48414464	-2742.87911061	-13844.36325525
tm        	0.01-0.07 	34582.303 	0.01      	538.4777  	5106.90467225	5106.90467225	28.4066224	0         	-10168.09139415	-2790.35803057	-12958.44942472	-11172.68559135	-2885.5193803	-14058.20497165
tm        	0.01-0.08 	34210.4503	0.01      	615.4031  	5106.90467225	5106.90467225	28.27391868	0         	-10167.60029541	-2929.94801899	-13097.5483144	-11253.00950791	-3028.17125212	-14281.18076003
tm        	0.01-0.09 	33838.5976	0.01      	692.3285  	5106.90467225	5106.90467225	28.14121497	0         	-10178.05234096	-3069.53958673	-13247.59192769	-11341.37189943	-3170.83403071	-14512.20593014
tm        	0.01-0.1  	33466.7448	0.01      	769.2539  	5106.90467225	5106.90467225	28.00851126	0         	-10198.34222343	-3209.13252049	-13407.47474392	-11436.87107912	-3313.50708018	-14750.37815929
tm        	0.01-0.11 	33094.8921	0.01      	846.1792  	5106.90467225	5106.90467225	27.87580754	0         	-10227.51018896	-3348.72664094	-13576.23682991	-11538.75204341	-3456.18881563	-14994.94085904
tm        	0.01-0.12 	32723.0394	0.01      	923.1046  	5106.90467225	5106.90467225	27.74310383	0         	-10264.72530971	-3488.32179652	-13753.04710623	-11646.37769611	-3598.87811131	-15245.25580742
tm        	0.01-0.13 	32351.1867	0.01      	1000.03   	5106.90467225	5106.90467225	27.61040012	0         	-10309.26736671	-3627.91785845	-13937.18522515	-11759.20610849	-3741.57457217	-15500.78068066
tm        	0.01-0.14 	31979.334 	0.01      	1076.9554 	5106.90467225	5106.90467225	27.4776964	0         	-10360.51007759	-3767.51471683	-14128.02479442	-11876.77266949	-3884.27783828	-15761.05050777
tm        	0.01-0.15 	31607.4812	0.01      	1153.8808 	5106.90467225	5106.90467225	27.34499269	0         	-10417.90651822	-3907.11227743	-14325.01879565	-11998.67606364	-4026.98758052	-16025.66364416
tm        	0.01-0.16 	31235.6285	0.01      	1230.8062 	5106.90467225	5106.90467225	27.21228898	0         	-10480.976811	-4046.71045914	-14527.68727014	-12124.56720497	-4169.70324463	-16294.2704496
tm        	0.01-0.17 	30863.7758	0.01      	1307.7316 	5106.90467225	5106.90467225	27.07958526	0         	-10549.29786347	-4186.30919187	-14735.60705534	-12254.14044683	-4312.4236595	-16566.56410633
tm        	0.01-0.18 	30491.9231	0.01      	1384.657  	5106.90467225	5106.90467225	26.94688155	0         	-10622.49485913	-4325.90841478	-14948.40327391	-12387.12654767	-4455.14853061	-16842.27507828
tm        	0.01-0.19 	30120.0704	0.01      	1461.5823 	5106.90467225	5106.90467225	26.81417784	0         	-10700.23420616	-4465.50807494	-15165.7422811	-12523.28699845	-4597.87766392	-17121.16466238
tm        	0.01-0.2  	29748.2176	0.01      	1538.5077 	5106.90467225	5106.90467225	26.68147412	0         	-10782.21768379	-4605.10812611	-15387.3258099	-12662.4094128	-4740.61087986	-17403.02029267
tm        	0.01-0.21 	29376.3649	0.01      	1615.4331 	5106.90467225	5106.90467225	26.54877041	0         	-10868.17756679	-4744.70852778	-15612.88609457	-12804.30375247	-4883.34801182	-17687.65176429
tm        	0.01-0.22 	29004.5122	0.01      	1692.3585 	5106.90467225	5106.90467225	26.41606669	1.20330955	-10957.87254857	-4884.30924433	-15842.1817929	-12948.79921437	-5026.0889048	-17974.88811917
tm        	0.01-0.23 	28632.6595	0.01      	1769.2839 	5106.90467225	5106.90467225	26.28336298	3.6455321 	-11051.08431629	-5023.9102444	-16074.99456069	-13095.74164542	-5168.83341435	-18264.57505977
tm        	0.01-0.24 	28260.8068	0.01      	1846.2093 	5106.90467225	5106.90467225	26.15065927	5.88532926	-11147.61466057	-5163.51150024	-16311.12616081	-13244.99138165	-5311.5810275	-18556.57240915
tm        	0.01-0.25 	27888.954 	0.01      	1923.1347 	5106.90467225	5106.90467225	26.01795555	7.94594265	-11247.28302466	-5303.11298729	-16550.39601195	-13396.42143057	-5454.33115614	-18850.75258671
tm        	0.01-0.26 	27517.1013	0.01      	2000.06   	5106.90467225	5106.90467225	25.88525184	9.84804731	-11349.92441649	-5442.71468371	-16792.63910021	-13549.91593349	-5597.08370655	-19146.99964004
tm        	0.01-0.27 	27145.2486	0.01      	2076.9854 	5106.90467225	5106.90467225	25.75254813	11.60925534	-11455.38762185	-5582.31657009	-17037.70419194	-13705.36885722	-5739.83859248	-19445.2074497
tm        	0.01-0.28 	26773.3959	0.01      	2153.9108 	5106.90467225	5106.90467225	25.61984441	13.24466279	-11563.53366828	-5721.91862908	-17285.45229737	-13862.68287532	-5882.59573297	-19745.27860828
tm        	0.01-0.29 	26401.5432	0.01      	2230.8362 	5106.90467225	5106.90467225	25.4871407	14.76728351	-11674.23449902	-5861.52084519	-17535.7553442	-14021.76840651	-6025.35505189	-20047.1234584
tm        	0.01-0.3  	26029.6904	0.01      	2307.7616 	5106.90467225	5106.90467225	25.35443699	16.18839619	-11787.37182346	-6001.1232045	-17788.49502796	-14182.54278451	-6168.11647753	-20350.65926204
tm        	0.01-0.31 	25657.8377	0.01      	2384.687  	5106.90467225	5106.90467225	25.22173327	17.51782419	-11902.83611666	-6140.72569456	-18043.56181121	-14344.92953795	-6310.87994225	-20655.80948021
tm        	0.01-0.32 	25285.985 	0.01      	2461.6124 	5106.90467225	5106.90467225	25.08902956	18.76416293	-12020.5257454	-6280.32830413	-18300.85404953	-14508.85776338	-6453.64538213	-20962.5031455
tm        	0.01-0.33 	24914.1323	0.01      	2538.5377 	5106.90467225	5106.90467225	24.95632585	19.93496599	-12140.34620189	-6419.9310231	-18560.27722499	-14674.26157698	-6596.41273668	-21270.67431366
tm        	0.01-0.34 	24542.2795	0.01      	2615.4631 	5106.90467225	5106.90467225	24.82362213	21.03689828	-12262.20942963	-6559.53384235	-18821.74327198	-14841.07963347	-6739.1819486	-21580.26158208
tm        	0.01-0.35 	24170.4268	0.01      	2692.3885 	5106.90467225	5106.90467225	24.69091842	22.07586301	-12386.03322834	-6699.13675362	-19085.16998197	-15009.25470235	-6881.95292856	-21891.20763091
tm        	0.01-0.36 	23798.5741	0.01      	2769.3139 	5106.90467225	5106.90467225	24.55821471	23.05710748	-12511.74072703	-6838.73974942	-19350.48047645	-15178.73329343	-7024.72522923	-22203.45852266
tm        	0.01-0.37 	23426.7214	0.01      	2846.2393 	5106.90467225	5106.90467225	24.42551099	23.98531171	-12639.25991603	-6978.34282298	-19617.60273901	-15349.46532492	-7167.49870118	-22516.9640261
tm        	0.01-0.38 	23054.8687	0.01      	2923.1647 	5106.90467225	5106.90467225	24.29280728	24.86466309	-12768.52323015	-7117.94596813	-19886.46919828	-15521.40382817	-7310.27331103	-22831.6771392
tm        	0.01-0.39 	22683.0159	0.01      	3000.0901 	5106.90467225	5106.90467225	24.16010356	25.69891952	-12899.46717634	-7257.54917926	-20157.0163556	-15694.50468451	-7453.04902703	-23147.55371154
tm        	0.01-0.4  	22311.1632	0.01      	3077.0154 	5106.90467225	5106.90467225	24.02739985	26.49146313	-13032.03200035	-7397.15245126	-20429.18445161	-15868.72638974	-7595.82581896	-23464.55220869
tm        	0.01-0.41 	21939.3105	0.01      	3153.9408 	5106.90467225	5106.90467225	23.90377508	27.24534607	-13166.16138728	-7536.75577946	-20702.91716674	-16044.0298431	-7738.60365804	-23782.63350114
tm        	0.01-0.42 	21567.4578	0.01      	3230.8662 	5106.90467225	5106.90467225	23.80310715	27.96332983	-13301.80219226	-7676.3591596	-20978.16135186	-16220.37815751	-7881.38251681	-24101.76067432
tm        	0.01-0.43 	21195.6051	0.01      	3307.7916 	5106.90467225	5106.90467225	23.72270423	28.647919 	-13438.9041974	-7815.96258781	-21254.8667852	-16397.73648855	-8024.16236907	-24421.89885761
tm        	0.01-0.44 	20823.7523	0.01      	3384.717  	5106.90467225	5106.90467225	23.66010993	29.30139047	-13577.4198921	-7955.56606049	-21532.98595259	-16576.07188009	-8166.94318975	-24743.01506983
tm        	0.01-0.45 	20451.8996	0.01      	3461.6424 	5106.90467225	5106.90467225	23.61328142	29.92581877	-13717.30427402	-8095.16957439	-21812.47384841	-16755.35312448	-8309.72495489	-25065.07807937
tm        	0.01-0.46 	20080.0469	0.01      	3538.5678 	5106.90467225	5106.90467225	23.58049997	30.52309802	-13858.5146683	-8234.77312649	-22093.2877948	-16935.55063577	-8452.50764156	-25388.05827733
tm        	0.01-0.47 	19708.1942	0.01      	3615.4932 	5106.90467225	5106.90467225	23.56030499	31.09496112	-14001.01056323	-8374.37671405	-22375.38727728	-17116.63633446	-8595.29122776	-25711.92756222
tm        	0.01-0.48 	19336.3415	0.01      	3692.4185 	5106.90467225	5106.90467225	23.55144438	31.6429966	-14144.75346042	-8513.98033453	-22658.73379495	-17298.58354256	-8738.07569241	-26036.65923497
tm        	0.01-0.49 	18964.4887	0.01      	3769.3439 	5106.90467225	5106.90467225	23.55283653	32.16866328	-14289.70673797	-8653.58398558	-22943.29072354	-17481.3668878	-8880.86101529	-26362.22790309
tm        	0.01-0.5  	18592.636 	0.01      	3846.2693 	5106.90467225	5106.90467225	23.56354072	32.67330329	-14435.83552541	-8793.18766504	-23229.02319046	-17664.96221613	-9023.64717695	-26688.60939309
tm        	0.01-0.51 	18220.7833	0.01      	3923.1947 	5106.90467225	5106.90467225	23.58273375	33.1581535	-14583.10658904	-8932.79137095	-23515.89795999	-17849.34651159	-9166.43415872	-27015.78067032
tm        	0.01-0.52 	17848.9306	0.01      	4000.1201 	5106.90467225	5106.90467225	23.6096913	33.62435562	-14731.48822668	-9072.39510145	-23803.88332813	-18034.49782275	-9309.22194263	-27343.71976538
tm        	0.01-0.53 	17477.0779	0.01      	4077.0455 	5106.90467225	5106.90467225	23.64377284	34.07296521	-14880.95017107	-9211.99885486	-24092.94902593	-18220.39519522	-9452.01051139	-27672.40570661
tm        	0.01-0.54 	17105.2251	0.01      	4153.9709 	5106.90467225	5106.90467225	23.68440939	34.50495963	-15031.46350078	-9351.60262961	-24383.06613039	-18407.0186095	-9594.79984833	-28001.81845783
tm        	0.01-0.55 	16733.3724	0.01      	4230.8962 	5106.90467225	5106.90467225	23.73109336	34.92124517	-15183.00055821	-9491.20642424	-24674.20698245	-18594.34892376	-9737.5897829	-28331.93870666
tm        	0.01-0.56 	16361.5197	0.01      	4307.8216 	5106.90467225	5106.90467225	23.78337019	35.32266336	-15335.53487379	-9630.81023741	-24966.3451112	-18782.36782098	-9880.38015367	-28662.74797464
tm        	0.01-0.57 	15989.667 	0.01      	4384.747  	5106.90467225	5106.90467225	23.84083139	35.7099967	-15489.04109598	-9770.41406787	-25259.45516386	-18971.05776014	-10023.17095143	-28994.22871157
tm        	0.01-0.58 	15617.8143	0.01      	4461.6724 	5106.90467225	5106.90467225	23.9031086	36.08397372	-15643.49492643	-9910.01791447	-25553.5128409	-19160.40193106	-10165.96216733	-29326.3640984
tm        	0.01-0.59 	15245.9615	0.01      	4538.5978 	5106.90467225	5106.90467225	23.96986868	36.44527356	-15798.87305987	-10049.62177612	-25848.49483599	-19350.38421254	-10308.75379283	-29659.13800537
tm        	0.01-0.6  	14874.1088	0.01      	4615.5232 	5106.90467225	5106.90467225	24.04080941	36.79453006	-15955.15312839	-10189.22565183	-26144.37878022	-19540.98913353	-10451.54581969	-29992.53495321
