type      	subtype   	reward    	rate      	salary    	B_ENPV    	O_ENPV    	SB_Risk%  	B_Risk%   	SO_Risk%  	O_Risk%   	SB_VaR    	B_VaR     	SO_VaR    	O_VaR     	T_VaR     
cp        	0.09-0.0  	35145.272 	0.09      	0.0       	5106.90467225	5106.90467225	27.501    	27.51889331	0.0       	0         	-9533.61843527	-9565.84154061	-2017.53545166	-2024.80294092	-11590.64448153
tm        	0.09-0.01 	34793.8193	0.09      	72.7052   	5106.90467225	5106.90467225	27.249    	27.38244353	0.0       	0         	-9554.43266118	-9538.82329752	-2151.44451958	-2147.3235549	-11686.14685243
tm        	0.09-0.02 	34442.3666	0.09      	145.4105  	5106.90467225	5106.90467225	27.019    	27.24599376	0.0       	0         	-9548.70052276	-9511.80505442	-2272.43510142	-2270.37557022	-11782.18062464
tm        	0.09-0.03 	34090.9139	0.09      	218.1157  	5106.90467225	5106.90467225	27.15     	27.10954398	0.0       	0         	-9458.8763469	-9484.78681132	-2392.26948377	-2393.90493129	-11878.69174261
tm        	0.09-0.04 	33739.4612	0.09      	290.8209  	5106.90467225	5106.90467225	27.158    	26.97309421	0.0       	0         	-9430.7848682	-9457.76856822	-2521.16505819	-2517.86648477	-11975.63505299
tm        	0.09-0.05 	33388.0084	0.09      	363.5261  	5106.90467225	5106.90467225	26.821    	26.83664443	0.0       	0         	-9410.03144838	-9430.75032512	-2637.68340688	-2642.22200891	-12072.97233403
tm        	0.09-0.06 	33036.5557	0.09      	436.2314  	5106.90467225	5106.90467225	26.818    	26.70019465	0.0       	0         	-9386.67548271	-9403.73208202	-2759.90530712	-2766.93877885	-12170.67086088
tm        	0.09-0.07 	32685.103 	0.09      	508.9366  	5106.90467225	5106.90467225	26.69     	26.56374488	0.0       	0         	-9366.87505924	-9376.71383893	-2881.51105354	-2891.98849776	-12268.7023367
tm        	0.09-0.08 	32333.6503	0.09      	581.6418  	5106.90467225	5106.90467225	26.374    	26.4272951	0.0       	0         	-9376.01847248	-9351.45214454	-3024.59628367	-3017.34648486	-12368.79862941
tm        	0.09-0.09 	31982.1976	0.09      	654.347   	5106.90467225	5106.90467225	26.397    	26.29084533	0.0       	0         	-9310.86477678	-9338.99440629	-3137.68827478	-3142.99104792	-12481.98545421
tm        	0.09-0.1  	31630.7448	0.09      	727.0523  	5106.90467225	5106.90467225	26.343    	26.15439555	0.0       	0         	-9348.06485027	-9339.49866182	-3287.18440753	-3268.90299094	-12608.40165276
tm        	0.09-0.11 	31279.2921	0.09      	799.7575  	5106.90467225	5106.90467225	25.787    	26.01794578	0.0       	0         	-9397.43813393	-9351.2380879	-3403.26062262	-3395.0652228	-12746.30331069
tm        	0.09-0.12 	30927.8394	0.09      	872.4627  	5106.90467225	5106.90467225	25.859    	25.881496 	0.0       	0         	-9372.82947497	-9372.83876271	-3522.06927085	-3521.46244226	-12894.30120498
tm        	0.09-0.13 	30576.3867	0.09      	945.1679  	5106.90467225	5106.90467225	25.62     	25.74504623	0.0       	0         	-9373.3264815	-9403.18541771	-3633.78179281	-3648.08088196	-13051.26629967
tm        	0.09-0.14 	30224.934 	0.09      	1017.8732 	5106.90467225	5106.90467225	25.63     	25.60859645	0.0       	0         	-9419.84866223	-9441.35780951	-3758.9136744	-3774.90809801	-13216.26590752
tm        	0.09-0.15 	29873.4812	0.09      	1090.5784 	5106.90467225	5106.90467225	25.339    	25.47214668	0.0       	0         	-9499.95965528	-9486.58606374	-3914.98830382	-3901.93279586	-13388.51885959
tm        	0.09-0.16 	29522.0285	0.09      	1163.2836 	5106.90467225	5106.90467225	25.319    	25.3356969	0.0       	0         	-9580.70349605	-9538.21841007	-4031.8792407	-4029.14468475	-13567.36309483
tm        	0.09-0.17 	29170.5758	0.09      	1235.9889 	5106.90467225	5106.90467225	25.131    	25.19924713	0.0       	0         	-9595.6289191	-9595.69731806	-4170.28614115	-4156.53435544	-13752.2316735
tm        	0.09-0.18 	28819.1231	0.09      	1308.6941 	5106.90467225	5106.90467225	25.299    	25.06279735	0.0       	0         	-9664.26337181	-9658.5414956	-4294.33522931	-4284.09317644	-13942.63467203
tm        	0.09-0.19 	28467.6704	0.09      	1381.3993 	5106.90467225	5106.90467225	24.885    	24.92634758	0.153     	0.12603647	-9721.5760733	-9726.33207758	-4437.1680945	-4411.81320576	-14138.14528333
tm        	0.09-0.2  	28116.2176	0.09      	1454.1045 	5106.90467225	5106.90467225	24.791    	24.7898978	0.55      	0.54448579	-9792.20774768	-9798.70187006	-4560.77152229	-4539.68711519	-14338.38898525
tm        	0.09-0.21 	27764.7649	0.09      	1526.8098 	5106.90467225	5106.90467225	24.795    	24.65344803	1.214     	1.21557585	-9883.75240891	-9875.32686258	-4664.88148198	-4667.70812503	-14543.03498761
tm        	0.09-0.22 	27413.3122	0.09      	1599.515  	5106.90467225	5106.90467225	24.598    	24.51699825	2.046     	2.10485564	-10038.22726656	-9955.91945042	-4796.06765525	-4795.86994761	-14751.78939802
tm        	0.09-0.23 	27061.8595	0.09      	1672.2202 	5106.90467225	5106.90467225	24.48     	24.38054848	3.262     	3.18386564	-10059.69864191	-10040.22296401	-4921.14349448	-4924.16673808	-14964.38970209
tm        	0.09-0.24 	26710.4068	0.09      	1744.9254 	5106.90467225	5106.90467225	24.113    	24.2440987	4.373     	4.42888956	-10144.79165592	-10128.00721045	-5061.84648947	-5052.59305148	-15180.60026193
tm        	0.09-0.25 	26358.954 	0.09      	1817.6307 	5106.90467225	5106.90467225	24.188    	24.10764892	5.78      	5.82000573	-10173.6948031	-10219.0648073	-5187.02705228	-5181.14380502	-15400.20861232
tm        	0.09-0.26 	26007.5013	0.09      	1890.3359 	5106.90467225	5106.90467225	23.999    	23.97119915	7.245     	7.34035736	-10296.34660477	-10313.20814357	-5295.67671739	-5309.81424482	-15623.0223884
tm        	0.09-0.27 	25656.0486	0.09      	1963.0411 	5106.90467225	5106.90467225	23.845    	23.83474937	9.157     	8.97558495	-10377.17059264	-10410.26684137	-5440.3121149	-5438.59991662	-15848.86675799
tm        	0.09-0.28 	25304.5959	0.09      	2035.7463 	5106.90467225	5106.90467225	23.903    	23.6982996	10.668    	10.68163689	-10528.98027674	-10510.08562133	-5592.79279303	-5567.49663963	-16077.58226096
tm        	0.09-0.29 	24953.1432	0.09      	2108.4516 	5106.90467225	5106.90467225	23.364    	23.56184982	12.382    	12.29263782	-10585.12559073	-10612.52249597	-5684.13848452	-5696.50048343	-16309.0229794
tm        	0.09-0.3  	24601.6904	0.09      	2181.1568 	5106.90467225	5106.90467225	23.485    	23.42540005	13.805    	13.79623869	-10646.17279417	-10717.44723142	-5831.99946757	-5825.60774721	-16543.05497864
tm        	0.09-0.31 	24250.2377	0.09      	2253.862  	5106.90467225	5106.90467225	23.225    	23.28895027	15.202    	15.20283306	-10781.11759092	-10824.74003059	-5953.00375337	-5954.81494126	-16779.55497185
tm        	0.09-0.32 	23898.785 	0.09      	2326.5672 	5106.90467225	5106.90467225	23.057    	23.1525005	16.617    	16.52151527	-10884.35029162	-10934.29039981	-6077.45767724	-6084.11877033	-17018.40917014
tm        	0.09-0.33 	23547.3323	0.09      	2399.2725 	5106.90467225	5106.90467225	23.001    	23.01605072	17.806    	17.76027735	-11073.16646681	-11045.99616893	-6203.15632041	-6213.51611862	-17259.51228755
tm        	0.09-0.34 	23195.8795	0.09      	2471.9777 	5106.90467225	5106.90467225	23.067    	22.87960095	18.637    	18.92617107	-11191.49146093	-11159.76264001	-6366.07126165	-6343.00403631	-17502.76667632
tm        	0.09-0.35 	22844.4268	0.09      	2544.6829 	5106.90467225	5106.90467225	22.688    	22.74315117	20.003    	20.0254423	-11297.31693973	-11275.50184478	-6464.0328198	-6472.57972731	-17748.08157209
tm        	0.09-0.36 	22492.9741	0.09      	2617.3882 	5106.90467225	5106.90467225	22.686    	22.6067014	20.858    	21.0636429	-11426.66500384	-11393.13189417	-6617.76545616	-6602.24053816	-17995.37243233
tm        	0.09-0.37 	22141.5214	0.09      	2690.0934 	5106.90467225	5106.90467225	22.657    	22.47025162	22.004    	22.04572455	-11433.39085977	-11512.57640651	-6715.54992413	-6731.98394801	-18244.56035451
tm        	0.09-0.38 	21790.0687	0.09      	2762.7986 	5106.90467225	5106.90467225	22.285    	22.33380185	23.075    	22.97611769	-11673.54151301	-11633.764003	-6859.50408759	-6861.80755935	-18495.57156235
tm        	0.09-0.39 	21438.6159	0.09      	2835.5038 	5106.90467225	5106.90467225	22.193    	22.20406369	23.954    	23.85879836	-11781.808521	-11756.62786102	-6983.98925849	-6991.70908979	-18748.33695081
tm        	0.09-0.4  	21087.1632	0.09      	2908.2091 	5106.90467225	5106.90467225	21.972    	22.10028084	24.704    	24.697345 	-11820.29445345	-11881.10531745	-7106.27305171	-7121.6863643	-19002.79168174
tm        	0.09-0.41 	20735.7105	0.09      	2980.9143 	5106.90467225	5106.90467225	21.945    	22.0200472	25.464    	25.49498693	-12095.20111246	-12007.13751522	-7253.90763523	-7251.73730823	-19258.87482345
tm        	0.09-0.42 	20384.2578	0.09      	3053.6195 	5106.90467225	5106.90467225	21.934    	21.96011114	26.288    	26.2546459	-12101.43282849	-12134.66908765	-7388.11727182	-7381.85994094	-19516.52902859
tm        	0.09-0.43 	20032.8051	0.09      	3126.3247 	5106.90467225	5106.90467225	21.881    	21.91784755	26.638    	26.9789719	-12325.91094961	-12263.64787547	-7546.10691001	-7512.05236986	-19775.70024533
tm        	0.09-0.44 	19681.3523	0.09      	3199.03   	5106.90467225	5106.90467225	21.86     	21.89110272	27.79     	27.670374 	-12409.9708727	-12394.02467287	-7641.67712395	-7642.31278507	-20036.33745794
tm        	0.09-0.45 	19329.8996	0.09      	3271.7352 	5106.90467225	5106.90467225	21.811    	21.8780857	28.116    	28.33104711	-12570.60658081	-12525.75299859	-7775.11918058	-7772.6394543	-20298.3924529
tm        	0.09-0.46 	18978.4469	0.09      	3344.4404 	5106.90467225	5106.90467225	22.116    	21.8772901	29.105    	28.9629953	-12687.70831381	-12658.78888953	-7895.43936496	-7903.0307183	-20561.81960783
tm        	0.09-0.47 	18626.9942	0.09      	3417.1456 	5106.90467225	5106.90467225	21.769    	21.88743628	29.583    	29.56805208	-12818.0074928	-12793.09071383	-8027.75835962	-8033.48498658	-20826.57570042
tm        	0.09-0.48 	18275.5415	0.09      	3489.8509 	5106.90467225	5106.90467225	22.067    	21.90742782	30.111    	30.14789816	-12972.99853276	-12928.61900157	-8147.1357785	-8164.00073348	-21092.61973505
tm        	0.09-0.49 	17924.0887	0.09      	3562.5561 	5106.90467225	5106.90467225	21.992    	21.93631815	30.909    	30.70407705	-13147.68613735	-13065.33629081	-8279.9086807	-8294.57649447	-21359.91278528
tm        	0.09-0.5  	17572.636 	0.09      	3635.2613 	5106.90467225	5106.90467225	22.018    	21.97328449	31.444    	31.23800879	-13238.24273471	-13203.20698754	-8414.77615856	-8425.21086277	-21628.41785031
tm        	0.09-0.51 	17221.1833	0.09      	3707.9666 	5106.90467225	5106.90467225	22.172    	22.01760731	31.691    	31.75100203	-13256.07539613	-13342.19723793	-8580.7231214	-8555.90248618	-21898.09972411
tm        	0.09-0.52 	16869.7306	0.09      	3780.6718 	5106.90467225	5106.90467225	22.035    	22.06865394	32.081    	32.24426475	-13499.49094592	-13482.2748115	-8693.75567667	-8686.65006417	-22168.92487567
tm        	0.09-0.53 	16518.2779	0.09      	3853.377  	5106.90467225	5106.90467225	22.221    	22.12586526	32.631    	32.7189138	-13720.31294303	-13623.40899431	-8856.35042775	-8817.45234509	-22440.8613394
tm        	0.09-0.54 	16166.8251	0.09      	3926.0822 	5106.90467225	5106.90467225	22.036    	22.18874493	33.212    	33.17598324	-13762.82598187	-13765.5704909	-8930.27158676	-8948.30812367	-22713.87861457
tm        	0.09-0.55 	15815.3724	0.09      	3998.7875 	5106.90467225	5106.90467225	22.421    	22.25685047	33.422    	33.61643198	-13929.45147578	-13908.73133431	-9136.82026858	-9079.21623862	-22987.94757293
tm        	0.09-0.56 	15463.9197	0.09      	4071.4927 	5106.90467225	5106.90467225	22.432    	22.32978592	33.932    	34.04115041	-14082.72629231	-14052.86480327	-9217.42243885	-9210.17557037	-23263.04037365
tm        	0.09-0.57 	15112.467 	0.09      	4144.1979 	5106.90467225	5106.90467225	22.457    	22.40719563	34.341    	34.45096644	-14187.81593702	-14197.94534591	-9366.6695009	-9341.18503904	-23539.13038495
tm        	0.09-0.58 	14761.0143	0.09      	4216.9031 	5106.90467225	5106.90467225	22.763    	22.48875917	34.787    	34.84665088	-14418.09341888	-14343.94850937	-9488.32496524	-9472.24360245	-23816.19211182
tm        	0.09-0.59 	14409.5615	0.09      	4289.6084 	5106.90467225	5106.90467225	22.667    	22.57418686	35.178    	35.22892228	-14499.28356404	-14490.85087479	-9594.72789058	-9603.3502543	-24094.20112909
tm        	0.09-0.6  	14058.1088	0.09      	4362.3136 	5106.90467225	5106.90467225	22.728    	22.66321612	35.373    	35.59845131	-14658.08621982	-14638.62999714	-9753.72699436	-9734.50402247	-24373.13401961
tm        	0.09-0.61 	13706.6561	0.09      	4435.0188 	5106.90467225	5106.90467225	22.92     	22.75560829	35.903    	35.95586463	-14757.14177885	-14787.26434942	-9892.55655474	-9865.70396738	-24652.9683168
tm        	0.09-0.62 	13355.2034	0.09      	4507.724  	5106.90467225	5106.90467225	22.702    	22.85114585	36.284    	36.30174849	-14909.45151269	-14936.73327103	-10020.18717061	-9996.94918051	-24933.68245154
tm        	0.09-0.63 	13003.7507	0.09      	4580.4293 	5106.90467225	5106.90467225	22.907    	22.94963012	36.488    	36.63665191	-15083.01526956	-15087.01691972	-10144.66942338	-10128.23878294	-25215.25570266
tm        	0.09-0.64 	12652.2979	0.09      	4653.1345 	5106.90467225	5106.90467225	23.056    	23.05087919	37.09     	36.9610896	-15203.94963609	-15238.09622692	-10246.15828523	-10259.57192404	-25497.66815096
tm        	0.09-0.65 	12300.8452	0.09      	4725.8397 	5106.90467225	5106.90467225	22.922    	23.15472615	37.356    	37.27554459	-15357.67933974	-15389.95285615	-10384.60477543	-10390.94778017	-25780.90063632
tm        	0.09-0.66 	11949.3925	0.09      	4798.5449 	5106.90467225	5106.90467225	23.234    	23.26101755	37.649    	37.58047064	-15563.70872605	-15542.56916436	-10571.38865589	-10522.36555352	-26064.93471788
tm        	0.09-0.67 	11597.9398	0.09      	4871.2502 	5106.90467225	5106.90467225	23.292    	23.36961203	37.914    	37.87629442	-15742.20677656	-15695.92816566	-10655.85093494	-10653.82447099	-26349.75263666
tm        	0.09-0.68 	11246.4871	0.09      	4943.9554 	5106.90467225	5106.90467225	23.471    	23.48037915	38.195    	38.1634175	-15895.6075936	-15850.0134977	-10830.87017361	-10785.3237831	-26635.3372808
tm        	0.09-0.69 	10895.0343	0.09      	5016.6606 	5106.90467225	5106.90467225	23.596    	23.5931983	38.575    	38.44221817	-16053.69918291	-16004.80938996	-10924.09457479	-10916.86276298	-26921.67215294
tm        	0.09-0.7  	10543.5816	0.09      	5089.3659 	5106.90467225	5106.90467225	23.673    	23.70795782	38.835    	38.71305311	-16154.79419564	-16160.3006343	-11016.62185401	-11048.44070547	-27208.74133976
tm        	0.09-0.71 	10192.1289	0.09      	5162.0711 	5106.90467225	5106.90467225	23.681    	23.82455412	38.945    	38.9762589	-16294.66926621	-16316.4725573	-11205.91479876	-11180.05692616	-27496.52948346
tm        	0.09-0.72 	9840.6762 	0.09      	5234.7763 	5106.90467225	5106.90467225	23.784    	23.942891 	39.125    	39.23215341	-16484.87179066	-16473.31099425	-11308.44417548	-11311.7107606	-27785.02175484
tm        	0.09-0.73 	9489.2235 	0.09      	5307.4815 	5106.90467225	5106.90467225	24.007    	24.06287896	39.422    	39.48103712	-16516.04350395	-16630.80226484	-11444.39370475	-11443.40156342	-28074.20382826
tm        	0.09-0.74 	9137.7707 	0.09      	5380.1868 	5106.90467225	5106.90467225	24.23     	24.18443462	39.466    	39.72319424	-16740.02353607	-16788.93315029	-11591.70774404	-11575.12870765	-28364.06185794
tm        	0.09-0.75 	8786.318  	0.09      	5452.892  	5106.90467225	5106.90467225	24.101    	24.30748021	40.106    	39.95889383	-16880.82430686	-16947.69087184	-11676.11243137	-11706.89158392	-28654.58245576
tm        	0.09-0.76 	8434.8653 	0.09      	5525.5972 	5106.90467225	5106.90467225	24.544    	24.43194311	40.118    	40.18839081	-17090.1916642	-17107.06307052	-11859.22573997	-11838.68959981	-28945.75267033
tm        	0.09-0.77 	8083.4126 	0.09      	5598.3024 	5106.90467225	5106.90467225	24.393    	24.55775537	40.284    	40.41192682	-17198.44366307	-17267.03778809	-11987.22113135	-11970.52217918	-29237.55996728
tm        	0.09-0.78 	7731.9598 	0.09      	5671.0077 	5106.90467225	5106.90467225	24.696    	24.68485341	40.509    	40.62973115	-17434.82962885	-17427.6034491	-12133.44477646	-12102.38876158	-29529.99221068
tm        	0.09-0.79 	7380.5071 	0.09      	5743.7129 	5106.90467225	5106.90467225	24.603    	24.81317762	40.725    	40.84202143	-17633.68930554	-17588.74884396	-12230.66844979	-12234.28880159	-29823.03764555
tm        	0.09-0.8  	7029.0544 	0.09      	5816.4181 	5106.90467225	5106.90467225	24.661    	24.94267206	41.194    	41.04900447	-17681.50637066	-17750.46311293	-12351.19721087	-12366.22176083	-30116.68487375
tm        	0.09-0.81 	6677.6017 	0.09      	5889.1233 	5106.90467225	5106.90467225	25.054    	25.07328419	41.279    	41.2508768	-17881.0194035	-17912.73573105	-12489.92880975	-12498.17048613	-30410.90621717
tm        	0.09-0.82 	6326.149  	0.09      	5961.8286 	5106.90467225	5106.90467225	25.24     	25.20496459	41.505    	41.44782543	-18235.56699467	-18075.55649388	-12646.4820768	-12630.11952214	-30705.67601602
tm        	0.09-0.83 	5974.6962 	0.09      	6034.5338 	5106.90467225	5106.90467225	25.368    	25.33766678	41.608    	41.6400283	-18253.98284914	-18238.91550398	-12801.88090136	-12762.06884935	-31000.98435333
tm        	0.09-0.84 	5623.2435 	0.09      	6107.239  	5106.90467225	5106.90467225	25.606    	25.47134692	41.597    	41.82765492	-18295.39843394	-18402.80315813	-12960.84945515	-12894.01844938	-31296.82160751
tm        	0.09-0.85 	5271.7908 	0.09      	6179.9443 	5106.90467225	5106.90467225	25.691    	25.60596371	41.957    	42.01086679	-18594.22564874	-18567.21013526	-13032.94276756	-13025.96830491	-31593.17844016
tm        	0.09-0.86 	4920.3381 	0.09      	6252.6495 	5106.90467225	5106.90467225	25.693    	25.74147813	41.971    	42.18981792	-18706.07789955	-18732.12738496	-13191.04732566	-13157.9183996	-31890.04578456
tm        	0.09-0.87 	4568.8854 	0.09      	6325.3547 	5106.90467225	5106.90467225	26.112    	25.87785336	42.242    	42.36465523	-18800.88414384	-18897.54611663	-13311.03690229	-13289.86871808	-32187.41483471
tm        	0.09-0.88 	4217.4326 	0.09      	6398.0599 	5106.90467225	5106.90467225	25.885    	26.01505455	42.604    	42.53551896	-18995.58810434	-19063.4577891	-13403.42985997	-13421.81924582	-32485.27703492
tm        	0.09-0.89 	3865.9799 	0.09      	6470.7652 	5106.90467225	5106.90467225	25.983    	26.15304875	42.627    	42.70254306	-19311.08736123	-19229.85410093	-13582.77302395	-13553.76996912	-32783.62407004
tm        	0.09-0.9  	3514.5272 	0.09      	6543.4704 	5106.90467225	5106.90467225	26.179    	26.29180473	42.921    	42.86585552	-19385.77607682	-19396.72698101	-13692.78323771	-13685.72087506	-33082.44785607
tm        	0.09-0.91 	3163.0745 	0.09      	6616.1756 	5106.90467225	5106.90467225	26.381    	26.43129292	43.131    	43.02557869	-19497.99660845	-19564.06857974	-13803.75908525	-13817.67195144	-33381.74053119
tm        	0.09-0.92 	2811.6218 	0.09      	6688.8808 	5106.90467225	5106.90467225	26.592    	26.57148525	43.182    	43.18182961	-19834.60849524	-19731.87126064	-13962.38085599	-13949.62318676	-33681.4944474
tm        	0.09-0.93 	2460.169  	0.09      	6761.5861 	5106.90467225	5106.90467225	26.843    	26.7123551	43.51     	43.3347203	-19848.25741222	-19900.12759232	-14053.99443111	-14081.57457012	-33981.70216244
tm        	0.09-0.94 	2108.7163 	0.09      	6834.2913 	5106.90467225	5106.90467225	26.623    	26.85387718	43.626    	43.484358 	-20045.45691888	-20068.83034082	-14160.51912593	-14213.52609127	-34282.35643209
tm        	0.09-0.95 	1757.2636 	0.09      	6906.9965 	5106.90467225	5106.90467225	26.932    	26.99602743	43.811    	43.63084543	-20279.15404916	-20237.9724624	-14275.63504802	-14345.4777405	-34583.4502029
tm        	0.09-0.96 	1405.8109 	0.09      	6979.7017 	5106.90467225	5106.90467225	26.868    	27.138783 	44.116    	43.77428104	-20418.72069351	-20407.54709658	-14413.03191785	-14477.42950864	-34884.97660522
tm        	0.09-0.97 	1054.3582 	0.09      	7052.407  	5106.90467225	5106.90467225	27.178    	27.28212213	44.095    	43.91475922	-20537.98313692	-20577.54755952	-14571.60027523	-14609.38138704	-35186.92894656
tm        	0.09-0.98 	702.9054  	0.09      	7125.1122 	5106.90467225	5106.90467225	27.446    	27.4260241	43.512    	44.05237049	-20577.08825926	-20747.96733778	-14835.29275113	-14741.3333675	-35489.30070527
tm        	0.09-0.99 	351.4527  	0.09      	7197.8174 	5106.90467225	5106.90467225	27.297    	27.57046917	44.473    	44.18720174	-20870.64402792	-20918.80008222	-14820.57802205	-14873.28544227	-35792.0855245
tm        	0.09-1.0  	0.0       	0.09      	7270.5226 	5106.90467225	5106.90467225	27.811    	27.7154385	44.188    	44.31933636	-21151.1011042	-21090.03960232	-15024.25973278	-15005.23760406	-36095.27720638
cp        	0.1-0.0   	34890.272 	0.1       	0.0       	5106.90467225	5106.90467225	27.26     	27.26910323	0.0       	0         	-9475.8933641	-9467.92514876	-2070.64757557	-2071.13918404	-11539.0643328
tm        	0.1-0.01  	34541.3693	0.1       	72.1777   	5106.90467225	5106.90467225	27.195    	27.13213837	0.0       	0         	-9454.65984052	-9441.1029392	-2197.37026316	-2191.56183681	-11632.66477602
tm        	0.1-0.02  	34192.4666	0.1       	144.3554  	5106.90467225	5106.90467225	26.938    	26.99517351	0.0       	0         	-9439.28258849	-9414.28072964	-2314.73266277	-2312.57551567	-11726.85624531
tm        	0.1-0.03  	33843.5639	0.1       	216.5331  	5106.90467225	5106.90467225	26.851    	26.85820866	0.0       	0         	-9376.11858668	-9387.45852008	-2425.60075852	-2434.11778517	-11821.57630526
tm        	0.1-0.04  	33494.6612	0.1       	288.7108  	5106.90467225	5106.90467225	26.919    	26.7212438	0.0       	0         	-9336.42303335	-9360.63631052	-2557.47732575	-2556.13686676	-11916.77317727
tm        	0.1-0.05  	33145.7584	0.1       	360.8885  	5106.90467225	5106.90467225	26.829    	26.58427894	0.0       	0         	-9317.08030647	-9333.81410096	-2675.74469466	-2678.58919909	-12012.40330005
tm        	0.1-0.06  	32796.8557	0.1       	433.0662  	5106.90467225	5106.90467225	26.398    	26.44731408	0.0       	0         	-9310.83586487	-9306.9918914	-2810.48009643	-2801.43768299	-12108.42957439
tm        	0.1-0.07  	32447.953 	0.1       	505.2439  	5106.90467225	5106.90467225	26.266    	26.31034922	0.0       	0         	-9257.95732216	-9280.16968184	-2916.04193796	-2924.65038748	-12204.82006932
tm        	0.1-0.08  	32099.0503	0.1       	577.4217  	5106.90467225	5106.90467225	26.129    	26.17338436	0.0       	0         	-9272.16352849	-9253.60588787	-3047.41146008	-3048.19957547	-12301.80546334
tm        	0.1-0.09  	31750.1476	0.1       	649.5994  	5106.90467225	5106.90467225	25.842    	26.0364195	0.0       	0         	-9235.88159907	-9237.30807575	-3184.2594176	-3172.06095675	-12409.3690325
tm        	0.1-0.1   	31401.2448	0.1       	721.7771  	5106.90467225	5106.90467225	26.145    	25.89945464	0.0       	0         	-9209.14354576	-9234.66201883	-3293.89741784	-3296.21310596	-12530.87512479
tm        	0.1-0.11  	31052.3421	0.1       	793.9548  	5106.90467225	5106.90467225	25.528    	25.76248979	0.0       	0         	-9270.70683041	-9243.73191708	-3420.16233479	-3420.63700263	-12664.36891972
tm        	0.1-0.12  	30703.4394	0.1       	866.1325  	5106.90467225	5106.90467225	25.641    	25.62552493	0.0       	0         	-9229.276824	-9263.01276003	-3544.95494112	-3545.3156633	-12808.32842333
tm        	0.1-0.13  	30354.5367	0.1       	938.3102  	5106.90467225	5106.90467225	25.284    	25.48856007	0.0       	0         	-9312.51255891	-9291.30183272	-3663.69583835	-3670.23384366	-12961.53567638
tm        	0.1-0.14  	30005.634 	0.1       	1010.4879 	5106.90467225	5106.90467225	25.25     	25.35159521	0.0       	0         	-9310.71267178	-9327.61793655	-3787.9226142	-3795.37779518	-13122.99573172
tm        	0.1-0.15  	29656.7312	0.1       	1082.6656 	5106.90467225	5106.90467225	25.106    	25.21463035	0.0       	0         	-9379.30710354	-9371.14726095	-3912.88474763	-3920.73506431	-13291.88232526
tm        	0.1-0.16  	29307.8285	0.1       	1154.8433 	5106.90467225	5106.90467225	25.142    	25.07766549	0.0       	0         	-9418.42568204	-9421.20551255	-4060.53774476	-4046.29432545	-13467.499838
tm        	0.1-0.17  	28958.9258	0.1       	1227.021  	5106.90467225	5106.90467225	25.009    	24.94070063	0.0       	0         	-9484.46456221	-9477.21055578	-4169.13565195	-4172.04524087	-13649.25579666
tm        	0.1-0.18  	28610.0231	0.1       	1299.1987 	5106.90467225	5106.90467225	24.81     	24.80373577	0.008     	0.01140972	-9504.09361457	-9538.66214113	-4285.66653356	-4297.97834252	-13836.64048366
tm        	0.1-0.19  	28261.1204	0.1       	1371.3764 	5106.90467225	5106.90467225	24.842    	24.66677092	0.236     	0.2342515 	-9539.34956386	-9605.1265688	-4412.06800876	-4424.08493156	-14029.21150036
tm        	0.1-0.2   	27912.2176	0.1       	1443.5541 	5106.90467225	5106.90467225	24.674    	24.52980606	0.706     	0.70920954	-9693.04997809	-9676.22487986	-4547.79259019	-4550.35699251	-14226.58187238
tm        	0.1-0.21  	27563.3149	0.1       	1515.7318 	5106.90467225	5106.90467225	24.197    	24.3928412	1.435     	1.40026725	-9744.0260682	-9751.62362384	-4679.59446611	-4676.78711945	-14428.41074329
tm        	0.1-0.22  	27214.4122	0.1       	1587.9095 	5106.90467225	5106.90467225	24.14     	24.25587634	2.329     	2.27795649	-9829.62809571	-9831.02754345	-4826.16677728	-4803.36845223	-14634.39599569
tm        	0.1-0.23  	26865.5095	0.1       	1660.0873 	5106.90467225	5106.90467225	24.067    	24.11891148	3.362     	3.317934  	-9917.20669466	-9914.17370902	-4935.06676457	-4930.09462112	-14844.26833014
tm        	0.1-0.24  	26516.6068	0.1       	1732.265  	5106.90467225	5106.90467225	23.925    	23.98194662	4.551     	4.49991376	-10008.25516988	-10000.82676504	-5065.25244515	-5056.95969852	-15057.78646356
tm        	0.1-0.25  	26167.704 	0.1       	1804.4427 	5106.90467225	5106.90467225	24.016    	23.84498176	5.708     	5.8068555 	-10126.89681429	-10090.77504081	-5190.4930545	-5183.95815667	-15274.73319748
tm        	0.1-0.26  	25818.8013	0.1       	1876.6204 	5106.90467225	5106.90467225	23.561    	23.7080169	7.288     	7.22434053	-10169.45939298	-10183.82734007	-5298.5775886	-5311.0848305	-15494.91217057
tm        	0.1-0.27  	25469.8986	0.1       	1948.7981 	5106.90467225	5106.90467225	23.664    	23.57105205	8.829     	8.74008626	-10305.46194339	-10279.81026999	-5455.4293033	-5438.33488476	-15718.14515475
tm        	0.1-0.28  	25120.9959	0.1       	2020.9758 	5106.90467225	5106.90467225	23.467    	23.43408719	10.453    	10.34356476	-10373.61181861	-10378.56600243	-5574.91877112	-5565.70378501	-15944.26978744
tm        	0.1-0.29  	24772.0932	0.1       	2093.1535 	5106.90467225	5106.90467225	23.35     	23.29712233	11.935    	11.96296006	-10492.01275985	-10479.95038497	-5702.25839256	-5693.18727177	-16173.13765674
