type      	subtype   	reward    	rate      	salary    	B_ENPV    	O_ENPV    	SB_Risk%  	B_Risk%   	SO_Risk%  	O_Risk%   	SB_VaR    	B_VaR     	SO_VaR    	O_VaR     	T_VaR     
tm        	0.1-0.3   	24423.1904	0.1       	2165.3312 	5106.90467225	5106.90467225	23.308    	23.16015747	13.586    	13.47755019	-10532.08183522	-10583.83133703	-5799.20724819	-5820.78133749	-16404.61267452
tm        	0.1-0.31  	24074.2877	0.1       	2237.5089 	5106.90467225	5106.90467225	23.197    	23.02319261	14.741    	14.89442483	-10727.51696162	-10690.08747998	-5937.59236216	-5948.48220599	-16638.56968597
tm        	0.1-0.32  	23725.385 	0.1       	2309.6866 	5106.90467225	5106.90467225	23.021    	22.88622775	16.19     	16.2227448	-10784.13589925	-10798.60696117	-6048.9686515	-6076.286314	-16874.89327516
tm        	0.1-0.33  	23376.4823	0.1       	2381.8643 	5106.90467225	5106.90467225	22.551    	22.74926289	17.47     	17.47056053	-10916.59191315	-10909.28643885	-6212.60985504	-6204.19029454	-17113.47673339
tm        	0.1-0.34  	23027.5795	0.1       	2454.042  	5106.90467225	5106.90467225	22.713    	22.61229803	18.649    	18.64497534	-10926.39070927	-11022.03020234	-6338.07452269	-6332.19096201	-17354.22116436
tm        	0.1-0.35  	22678.6768	0.1       	2526.2197 	5106.90467225	5106.90467225	22.464    	22.47533318	19.697    	19.75228073	-11142.46044897	-11136.74940563	-6474.23787128	-6460.28529867	-17597.0347043
tm        	0.1-0.36  	22329.7741	0.1       	2598.3974 	5106.90467225	5106.90467225	22.409    	22.33836832	20.704    	20.79806915	-11242.97305125	-11253.3613973	-6585.22925087	-6588.47044239	-17841.83183969
tm        	0.1-0.37  	21980.8714	0.1       	2670.5751 	5106.90467225	5106.90467225	22.148    	22.20140346	21.704    	21.78732847	-11482.76383767	-11371.78913227	-6724.56593994	-6716.74367555	-18088.53280782
tm        	0.1-0.38  	21631.9687	0.1       	2742.7528 	5106.90467225	5106.90467225	22.303    	22.0644386	22.599    	22.72452151	-11450.39436104	-11491.96065341	-6839.41489007	-6845.10241496	-18337.06306837
tm        	0.1-0.39  	21283.0659	0.1       	2814.9306 	5106.90467225	5106.90467225	21.664    	21.94002324	23.9      	23.61365336	-11588.42168076	-11613.8086333	-6950.71488701	-6973.54420264	-18587.35283594
tm        	0.1-0.4   	20934.1632	0.1       	2887.1083 	5106.90467225	5106.90467225	21.74     	21.84259162	24.438    	24.45832863	-11757.0913557	-11737.26996767	-7104.0112818	-7102.06669741	-18839.33666509
tm        	0.1-0.41  	20585.2605	0.1       	2959.286  	5106.90467225	5106.90467225	21.72     	21.76823604	25.332    	25.26180022	-11873.06447883	-11862.28541363	-7247.70233152	-7230.66766723	-19092.95308086
tm        	0.1-0.42  	20236.3578	0.1       	3031.4637 	5106.90467225	5106.90467225	21.821    	21.71377013	25.936    	26.02701126	-11965.40885407	-11988.79926678	-7370.79524611	-7359.34498213	-19348.14424891
tm        	0.1-0.43  	19887.4551	0.1       	3103.6414 	5106.90467225	5106.90467225	21.677    	21.67662093	26.781    	26.75663109	-12119.78743106	-12116.75907225	-7505.85323132	-7488.09660776	-19604.85568
tm        	0.1-0.44  	19538.5523	0.1       	3175.8191 	5106.90467225	5106.90467225	21.767    	21.65467726	27.582    	27.45308638	-12291.99779526	-12246.11536538	-7618.19095445	-7616.92059941	-19863.03596479
tm        	0.1-0.45  	19189.6496	0.1       	3247.9968 	5106.90467225	5106.90467225	21.711    	21.64618343	28.176    	28.11858811	-12334.72524367	-12376.82143847	-7733.46564448	-7745.81509659	-20122.63653506
tm        	0.1-0.46  	18840.7469	0.1       	3320.1745 	5106.90467225	5106.90467225	21.356    	21.64966263	28.894    	28.75515497	-12487.01227464	-12508.83313025	-7881.71222502	-7874.77831791	-20383.61144817
tm        	0.1-0.47  	18491.8442	0.1       	3392.3522 	5106.90467225	5106.90467225	21.662    	21.66386038	29.393    	29.36463389	-12642.10855515	-12642.10863579	-8015.55969435	-8003.80855649	-20645.91719227
tm        	0.1-0.48  	18142.9415	0.1       	3464.5299 	5106.90467225	5106.90467225	21.916    	21.68770182	30.035    	29.94871784	-12864.45522595	-12776.60833409	-8141.1280011	-8132.90417556	-20909.51250965
tm        	0.1-0.49  	17794.0387	0.1       	3536.7076 	5106.90467225	5106.90467225	21.702    	21.72025904	30.616    	30.50896164	-12884.25457771	-12912.29463171	-8285.63235783	-8262.06360453	-21174.35823624
tm        	0.1-0.5   	17445.136 	0.1       	3608.8853 	5106.90467225	5106.90467225	21.822    	21.76072548	30.942    	31.04679569	-13116.63188468	-13049.13182038	-8387.72973283	-8391.28533526	-21440.41715564
tm        	0.1-0.51  	17096.2333	0.1       	3681.063  	5106.90467225	5106.90467225	21.848    	21.80839589	31.873    	31.5635382	-13200.4844629	-13187.08594731	-8496.06756797	-8520.56791857	-21707.65386588
tm        	0.1-0.52  	16747.3306	0.1       	3753.2407 	5106.90467225	5106.90467225	21.929    	21.86265012	31.966    	32.060406 	-13310.48161753	-13326.12469662	-8667.03237853	-8649.90996114	-21976.03465776
tm        	0.1-0.53  	16398.4279	0.1       	3825.4184 	5106.90467225	5106.90467225	21.716    	21.92294021	32.733    	32.53852408	-13435.30229839	-13466.21728109	-8790.45714075	-8779.31012242	-22245.52740351
tm        	0.1-0.54  	16049.5251	0.1       	3897.5962 	5106.90467225	5106.90467225	21.84     	21.98877974	33.021    	32.99893408	-13637.78303275	-13607.33434269	-8909.49479846	-8908.76711192	-22516.10145461
tm        	0.1-0.55  	15700.6224	0.1       	3969.7739 	5106.90467225	5106.90467225	21.984    	22.05973511	33.195    	33.44260189	-13736.27030694	-13749.44786149	-9041.01776924	-9038.27968658	-22787.72754807
tm        	0.1-0.56  	15351.7197	0.1       	4041.9516 	5106.90467225	5106.90467225	22.208    	22.1354183	33.588    	33.87042443	-13918.42321615	-13892.53107173	-9231.36882229	-9167.84664839	-23060.37772012
tm        	0.1-0.57  	15002.817 	0.1       	4114.1293 	5106.90467225	5106.90467225	22.181    	22.21548088	34.251    	34.28323565	-13977.98387121	-14036.55838469	-9286.30655863	-9297.46684207	-23334.02522676
tm        	0.1-0.58  	14653.9143	0.1       	4186.307  	5106.90467225	5106.90467225	22.206    	22.29960887	34.702    	34.681812 	-14059.52007821	-14181.50531745	-9396.3032181	-9427.13915302	-23608.64447047
tm        	0.1-0.59  	14305.0115	0.1       	4258.4847 	5106.90467225	5106.90467225	22.408    	22.38751852	35.226    	35.06687728	-14339.71863333	-14327.34842711	-9542.44187103	-9556.86250526	-23884.21093237
tm        	0.1-0.6   	13956.1088	0.1       	4330.6624 	5106.90467225	5106.90467225	22.472    	22.47895259	35.705    	35.43910706	-14466.6398144	-14474.06525004	-9651.76306763	-9686.63585963	-24160.70110967
tm        	0.1-0.61  	13607.2061	0.1       	4402.8401 	5106.90467225	5106.90467225	22.507    	22.57367729	35.936    	35.79913258	-14696.36571609	-14621.63424548	-9813.08936235	-9816.45821199	-24438.09245747
tm        	0.1-0.62  	13258.3034	0.1       	4475.0178 	5106.90467225	5106.90467225	22.661    	22.6714796	35.963    	36.14754438	-14712.96486822	-14770.03474341	-9968.22460016	-9946.32859164	-24716.36333505
tm        	0.1-0.63  	12909.4007	0.1       	4547.1955 	5106.90467225	5106.90467225	22.699    	22.77216491	36.515    	36.48489548	-14907.73714487	-14919.24689597	-10073.39381079	-10076.24605971	-24995.49295568
tm        	0.1-0.64  	12560.4979	0.1       	4619.3732 	5106.90467225	5106.90467225	22.814    	22.87555507	36.852    	36.81170437	-15172.01943914	-15069.25163248	-10201.4514393	-10206.20970776	-25275.46134024
tm        	0.1-0.65  	12211.5952	0.1       	4691.5509 	5106.90467225	5106.90467225	23.11     	22.98148665	37.005    	37.12845759	-15288.00972077	-15220.03061742	-10368.53671022	-10336.21865638	-25556.2492738
tm        	0.1-0.66  	11862.6925	0.1       	4763.7286 	5106.90467225	5106.90467225	23.228    	23.08980939	37.281    	37.43561223	-15299.62231575	-15371.56621145	-10478.4111541	-10466.27205391	-25837.83826536
tm        	0.1-0.67  	11513.7898	0.1       	4835.9063 	5106.90467225	5106.90467225	23.278    	23.20038487	37.643    	37.73359808	-15435.03973849	-15523.84143486	-10612.7597272	-10596.36907522	-26120.21051008
tm        	0.1-0.68  	11164.8871	0.1       	4908.084  	5106.90467225	5106.90467225	23.473    	23.31308538	37.69     	38.02281963	-15766.01801635	-15676.83993362	-10799.87695592	-10726.50892058	-26403.3488542
tm        	0.1-0.69  	10815.9843	0.1       	4980.2618 	5106.90467225	5106.90467225	23.325    	23.42779286	38.434    	38.30365796	-15837.54532447	-15830.54594756	-10828.96498716	-10856.69081454	-26687.2367621
tm        	0.1-0.7   	10467.0816	0.1       	5052.4395 	5106.90467225	5106.90467225	23.406    	23.54439798	38.625    	38.57647233	-16036.89245897	-15984.94428058	-10987.37294078	-10986.91400495	-26971.85828553
tm        	0.1-0.71  	10118.1789	0.1       	5124.6172 	5106.90467225	5106.90467225	23.686    	23.66279935	38.702    	38.84160179	-16192.22411146	-16140.02027286	-11134.70125222	-11117.17776192	-27257.19803477
tm        	0.1-0.72  	9769.2762 	0.1       	5196.7949 	5106.90467225	5106.90467225	23.789    	23.7829028	39.228    	39.09936654	-16270.67899163	-16295.75977462	-11252.19960584	-11247.48137696	-27543.24115158
tm        	0.1-0.73  	9420.3735 	0.1       	5268.9726 	5106.90467225	5106.90467225	23.841    	23.90462072	39.1      	39.35006924	-16436.12697825	-16452.14912176	-11356.08428342	-11377.82416212	-27829.97328387
tm        	0.1-0.74  	9071.4707 	0.1       	5341.1503 	5106.90467225	5106.90467225	23.928    	24.02787153	39.455    	39.5939962	-16668.37487616	-16609.1751127	-11530.05200918	-11508.2054491	-28117.3805618
tm        	0.1-0.75  	8722.568  	0.1       	5413.328  	5106.90467225	5106.90467225	24.294    	24.1525791	40.006    	39.83141844	-16752.21579079	-16766.82498688	-11609.76551256	-11638.62458851	-28405.4495754
tm        	0.1-0.76  	8373.6653 	0.1       	5485.5057 	5106.90467225	5106.90467225	24.15     	24.27867236	40.106    	40.06259272	-16943.32974651	-16925.08640433	-11783.05096099	-11769.08094914	-28694.16735347
tm        	0.1-0.77  	8024.7626 	0.1       	5557.6834 	5106.90467225	5106.90467225	24.308    	24.40608484	40.622    	40.28776247	-16964.73315386	-17083.94742651	-11834.9504264	-11899.5739172	-28983.52134371
tm        	0.1-0.78  	7675.8598 	0.1       	5629.8611 	5106.90467225	5106.90467225	24.427    	24.5347543	40.602    	40.50715865	-17246.98544821	-17243.39649833	-11988.66781723	-12030.1028957	-29273.49939403
tm        	0.1-0.79  	7326.9571 	0.1       	5702.0388 	5106.90467225	5106.90467225	24.787    	24.66462243	40.638    	40.72100049	-17403.79507328	-17403.42243107	-12187.21020459	-12160.6673038	-29564.08973487
tm        	0.1-0.8   	6978.0544 	0.1       	5774.2165 	5106.90467225	5106.90467225	24.801    	24.79563449	40.8      	40.92949628	-17546.73907886	-17564.01438634	-12275.07857147	-12291.26657619	-29855.28096253
tm        	0.1-0.81  	6629.1517 	0.1       	5846.3942 	5106.90467225	5106.90467225	25.112    	24.92773908	41.285    	41.13284403	-17744.35274496	-17725.16186093	-12417.98928817	-12421.9001625	-30147.06202343
tm        	0.1-0.82  	6280.249  	0.1       	5918.5719 	5106.90467225	5106.90467225	25.105    	25.06088786	41.306    	41.33123207	-17891.74650444	-17886.85467244	-12601.92273892	-12552.5675268	-30439.42219924
tm        	0.1-0.83  	5931.3462 	0.1       	5990.7496 	5106.90467225	5106.90467225	24.985    	25.19503533	41.579    	41.52483969	-18055.9222548	-18049.08294576	-12662.43773013	-12683.26814701	-30732.35109277
tm        	0.1-0.84  	5582.4435 	0.1       	6062.9273 	5106.90467225	5106.90467225	25.364    	25.33013864	41.847    	41.7138376	-18255.21934961	-18211.83710023	-12792.03348228	-12814.00151446	-31025.83861469
tm        	0.1-0.85  	5233.5408 	0.1       	6135.1051 	5106.90467225	5106.90467225	25.477    	25.46615737	41.894    	41.89838849	-18327.62474359	-18375.1078375	-12932.10592459	-12944.76713336	-31319.87497087
tm        	0.1-0.86  	4884.6381 	0.1       	6207.2828 	5106.90467225	5106.90467225	25.669    	25.60305337	42.075    	42.07864751	-18416.80744397	-18538.88613003	-13119.308504	-13075.56452041	-31614.45065044
tm        	0.1-0.87  	4535.7354 	0.1       	6279.4605 	5106.90467225	5106.90467225	25.701    	25.7407906	42.487    	42.25476264	-18660.51254942	-18703.16321014	-13169.56055574	-13206.39320426	-31909.55641441
tm        	0.1-0.88  	4186.8326 	0.1       	6351.6382 	5106.90467225	5106.90467225	25.806    	25.87933499	42.769    	42.42687516	-18911.76684491	-18867.93055969	-13284.98360483	-13337.25272522	-32205.18328491
tm        	0.1-0.89  	3837.9299 	0.1       	6423.8159 	5106.90467225	5106.90467225	26.187    	26.01865432	42.528    	42.59511997	-18954.01271897	-19033.17990023	-13468.95617062	-13468.14263477	-32501.322535
tm        	0.1-0.9   	3489.0272 	0.1       	6495.9936 	5106.90467225	5106.90467225	26.193    	26.15871804	42.762    	42.75962602	-19052.11710539	-19198.9031837	-13615.50185294	-13599.06249522	-32797.96567892
tm        	0.1-0.91  	3140.1245 	0.1       	6568.1713 	5106.90467225	5106.90467225	26.226    	26.29949723	43.102    	42.92051654	-19270.1404027	-19365.0925835	-13691.61095995	-13730.01187934	-33095.10446284
tm        	0.1-0.92  	2791.2218 	0.1       	6640.349  	5106.90467225	5106.90467225	26.323    	26.44096445	43.025    	43.07790945	-19547.62004307	-19531.74048609	-13863.83436139	-13860.99037	-33392.73085609
tm        	0.1-0.93  	2442.319  	0.1       	6712.5267 	5106.90467225	5106.90467225	26.419    	26.58309366	43.255    	43.23191756	-19566.91328495	-19698.83948293	-13939.42574286	-13991.98558397	-33690.8250669
tm        	0.1-0.94  	2093.4163 	0.1       	6784.7044 	5106.90467225	5106.90467225	26.775    	26.72586013	43.452    	43.38264891	-19934.22122312	-19866.38236288	-14121.94713252	-14122.98106744	-33989.36343033
tm        	0.1-0.95  	1744.5136 	0.1       	6856.8821 	5106.90467225	5106.90467225	26.881    	26.86924034	43.599    	43.53020696	-20048.94868976	-20034.36210487	-14244.83111353	-14253.9767148	-34288.33881967
tm        	0.1-0.96  	1395.6109 	0.1       	6929.0598 	5106.90467225	5106.90467225	27.196    	27.01321195	43.621    	43.67469089	-20242.33451429	-20202.77187098	-14396.65943068	-14384.97251453	-34587.74438551
tm        	0.1-0.97  	1046.7082 	0.1       	7001.2375 	5106.90467225	5106.90467225	27.261    	27.15775367	43.832    	43.81619576	-20315.86130001	-20371.60499979	-14516.38251655	-14515.96845576	-34887.57345554
tm        	0.1-0.98  	697.8054  	0.1       	7073.4152 	5106.90467225	5106.90467225	27.425    	27.30284526	44.186    	43.95481279	-20464.86941394	-20540.85500014	-14610.72964382	-14646.96452817	-35187.81952831
tm        	0.1-0.99  	348.9027  	0.1       	7145.5929 	5106.90467225	5106.90467225	27.064    	27.4484674	44.543    	44.09062946	-20648.17442465	-20710.51554502	-14710.46509864	-14777.96072206	-35488.47626708
tm        	0.1-1.0   	0.0       	0.1       	7217.7707 	5106.90467225	5106.90467225	27.498    	27.5946017	44.373    	44.22372981	-20742.9056832	-20880.58046587	-14880.94787727	-14908.95702821	-35789.53749408
cp        	0.11-0.0  	34635.272 	0.11      	0.0       	5106.90467225	5106.90467225	26.999    	27.0136999	0.0       	0         	-9373.48911896	-9370.00875691	-2123.60141384	-2119.82058835	-11489.82934526
tm        	0.11-0.01 	34288.9193	0.11      	71.6502   	5106.90467225	5106.90467225	27.243    	26.87620838	0.0       	0         	-9301.7636112	-9343.38258089	-2235.29789429	-2238.15506402	-11581.5376449
tm        	0.11-0.02 	33942.5666	0.11      	143.3004  	5106.90467225	5106.90467225	26.715    	26.73871686	0.0       	0         	-9322.45981117	-9316.75640486	-2364.39702706	-2357.14374615	-11673.90015101
tm        	0.11-0.03 	33596.2139	0.11      	214.9506  	5106.90467225	5106.90467225	26.291    	26.60122535	0.0       	0         	-9318.4996684	-9290.13022884	-2482.28544105	-2476.71488376	-11766.8451126
tm        	0.11-0.04 	33249.8612	0.11      	286.6007  	5106.90467225	5106.90467225	26.67     	26.46373383	0.0       	0         	-9225.68152494	-9263.50405282	-2590.08046399	-2596.80941311	-11860.31346593
tm        	0.11-0.05 	32903.5084	0.11      	358.2509  	5106.90467225	5106.90467225	26.247    	26.32624231	0.0       	0         	-9250.00664057	-9236.8778768	-2717.14627053	-2717.37795569	-11954.25583249
tm        	0.11-0.06 	32557.1557	0.11      	429.9011  	5106.90467225	5106.90467225	26.168    	26.18875079	0.0       	0         	-9184.2805543	-9210.25170077	-2837.30913803	-2838.37868497	-12048.63038574
tm        	0.11-0.07 	32210.803 	0.11      	501.5513  	5106.90467225	5106.90467225	26.413    	26.05125928	0.0       	0         	-9149.11546039	-9183.62552474	-2955.55330951	-2959.77576999	-12143.40129473
tm        	0.11-0.08 	31864.4503	0.11      	573.2015  	5106.90467225	5106.90467225	25.851    	25.91376776	0.0       	0         	-9186.99102458	-9156.99934872	-3091.57750016	-3081.53821425	-12238.53756297
tm        	0.11-0.09 	31518.0976	0.11      	644.8517  	5106.90467225	5106.90467225	25.838    	25.77627624	0.0       	0         	-9142.90121713	-9136.60602051	-3209.58848336	-3203.6389722	-12340.24499271
tm        	0.11-0.1  	31171.7448	0.11      	716.5019  	5106.90467225	5106.90467225	25.549    	25.63878473	0.0       	0         	-9152.84600972	-9130.57110211	-3324.28202842	-3326.05426583	-12456.62536794
tm        	0.11-0.11 	30825.3921	0.11      	788.1521  	5106.90467225	5106.90467225	25.492    	25.50129321	0.0       	0         	-9132.07101759	-9136.80929861	-3442.74836322	-3448.76304794	-12585.57234655
tm        	0.11-0.12 	30479.0394	0.11      	859.8022  	5106.90467225	5106.90467225	25.25     	25.36380169	0.0       	0         	-9176.98991428	-9153.65426351	-3572.55586903	-3571.74657501	-12725.40083852
tm        	0.11-0.13 	30132.6867	0.11      	931.4524  	5106.90467225	5106.90467225	25.008    	25.22631017	0.0       	0         	-9243.33169121	-9179.79954903	-3702.12475039	-3694.9880634	-12874.78761243
tm        	0.11-0.14 	29786.334 	0.11      	1003.1026 	5106.90467225	5106.90467225	25.078    	25.08881866	0.0       	0         	-9225.81948394	-9214.19346102	-3829.11166112	-3818.47240948	-13032.66587049
tm        	0.11-0.15 	29439.9812	0.11      	1074.7528 	5106.90467225	5106.90467225	25.091    	24.95132714	0.0       	0         	-9244.667626	-9255.97230773	-3941.67279515	-3942.18595974	-13198.15826747
tm        	0.11-0.16 	29093.6285	0.11      	1146.403  	5106.90467225	5106.90467225	24.782    	24.81383562	0.0       	0         	-9282.81750926	-9304.41538741	-4064.81959587	-4066.11632025	-13370.53170766
